,CUSTOMER_ID,LOAN_AMOUNT,LOAN_BEHAVIOR,LOAN_START_DATE
7986,114081842.8571,300000.75,Current,2022-06-29
7987,505571.4286,7850000.53,Current,2022-06-29
7988,15187601.4286,629000.82,Current,2022-06-30
7989,17948572.8571,600002.37,Current,2022-07-05
7990,79416542.8571,560000.36,Current,2022-07-13
7991,13904744.2857,299997.97,Current,2022-07-18
7992,82380271.4286,999998.73,Current,2022-07-20
7993,101343557.1429,299999.93,Current,2022-07-21
7994,92556630.0,299998.8,Current,2022-08-03
7995,94691430.0,449998.23,Current,2022-08-04
7996,122751244.2857,300000.14,Current,2022-08-08
7997,48440745.7143,309998.81,Current,2022-08-25
7998,37475287.1429,500002.67,Current,2022-08-26
7999,111983602.8571,400001.35,Current,2022-08-26
8000,52895714.2857,1800001.23,Current,2022-08-31
8001,116642460.0,2800000.03,Current,2022-09-08
8002,35196501.4286,300000.6,Principal Past Due,2022-09-14
8003,49745142.8571,3999999.96,Current,2022-09-15
8004,136379060.0,999998.9,Amortization Past Due,2022-09-21
8005,70022315.7143,1619999.86,Current,2022-09-27
8006,10032215.7143,299998.3,Current,2022-09-28
8007,27899214.2857,299999.43,Current,2022-09-29
8008,22100701.4286,3000000.02,Amortization Past Due,2022-09-29
8009,113942915.7143,1429999.61,Current,2022-11-03
8010,20835757.1429,1259999.85,Current,2022-11-09
8011,132134745.7143,2000000.93,Current,2022-11-18
8012,139424630.0,899999.64,Principal Past Due,2022-11-25
8013,18501588.5714,499999.16,Current,2022-11-25
8014,37523672.8571,999999.51,Current,2022-11-29
8015,91134760.0,1099999.89,Current,2022-12-06
8016,72260787.1429,1729999.86,Amortization Past Due,2022-12-28
8017,82131202.8571,929999.3,Current,2023-01-03
8018,106831485.7143,2000000.87,Current,2023-01-18
8019,78732372.8571,999999.42,Current,2023-01-25
8020,24223587.1429,7720000.0,Current,2023-01-31
8021,135968485.7143,3000000.39,Current,2023-02-07
8022,87123615.7143,2600000.46,Current,2023-02-08
8023,17378431.4286,839998.23,Current,2023-02-13
8024,85637587.1429,1800000.5,Current,2023-02-24
8025,89938885.7143,300000.11,Current,2023-03-06
8026,135570145.7143,499999.4,Current,2023-03-16
8027,30017257.1429,860001.35,Current,2023-03-20
8028,109115031.4286,299999.7,Current,2023-04-05
8029,138155030.0,299998.92,Current,2023-05-12
8030,27222801.4286,1500000.39,Current,2023-05-17
8031,29506428.5714,2000000.46,Current,2023-05-24
8032,123519115.7143,440000.24,Current,2023-05-26
8033,95212428.5714,4999997.95,Current,2023-06-29
8034,60612058.5714,299999.76,Current,2023-07-07
8035,111949685.7143,299998.33,Current,2023-07-19
8036,110242731.4286,380000.17,Current,2023-07-20
8037,59147128.5714,1900001.44,Current,2023-07-25
8038,26056874.2857,999999.1,Current,2023-07-26
8039,97434558.5714,1400001.09,Current,2023-08-03
8040,105342045.7143,399999.78,Current,2023-08-04
8041,76031071.4286,300001.74,Current,2023-08-09
8042,100553815.7143,1800001.52,Current,2023-08-15
8043,132179072.8571,2500000.44,Current,2023-08-22
8044,1306301.4286,499999.03,Current,2023-09-06
8045,24461230.0,299999.5,Current,2023-09-13
8046,40656614.2857,299998.31,Current,2023-09-14
8047,54303460.0,3799999.37,Current,2023-09-18
8048,112415002.8571,2199998.08,Current,2023-09-22
8049,69719601.4286,4660001.52,Current,2023-09-26
8050,64483502.8571,5000000.9,Current,2023-09-29
8051,103067944.2857,300000.58,Current,2023-09-29
8052,119943901.4286,599999.42,Current,2023-10-04
8053,70022315.7143,1999998.95,Current,2023-10-10
8054,48739830.0,300000.12,Current,2023-10-12
8055,93970858.5714,2000001.71,Current,2023-10-19
8056,75576174.2857,729999.26,Current,2023-10-20
8057,91134760.0,1899999.56,Current,2023-10-23
8058,1835242.8571,2999999.48,Current,2023-10-25
8059,120634015.7143,300000.11,Current,2023-11-03
8060,116594428.5714,640000.52,Current,2023-11-07
8061,27547685.7143,1499998.37,Current,2023-11-09
8062,26056874.2857,1999999.13,Current,2023-11-16
8063,131102945.7143,9999998.64,Current,2023-11-20
8064,76260642.8571,509998.53,Current,2023-11-21
8065,90677800.0,4999999.8,Current,2019-11-04
8066,99644745.7143,1000000.88,Items for litigation,2020-03-23
8067,3572031.4286,999998.73,Principal Past Due,2020-07-27
8068,29207888.5714,760000.98,Items for litigation,2020-11-04
8069,20711288.5714,2999999.94,Principal Past Due,2020-11-13
8070,74912317.1429,769999.35,Current,2020-12-23
8071,101194214.2857,1000000.16,Current,2020-12-29
8072,14225301.4286,2200001.11,Current,2021-01-26
8073,131585330.0,499998.14,Current,2021-02-03
8074,56306357.1429,2999998.98,Current,2021-03-09
8075,10217742.8571,789999.46,Current,2021-03-15
8076,135064530.0,2300000.68,Principal Past Due,2021-06-11
8077,99644745.7143,999997.4,Items for litigation,2021-06-30
8078,67647031.4286,299999.5,Principal Past Due,2021-07-07
8079,40907887.1429,1299999.89,Current,2021-08-17
8080,111999358.5714,350000.76,Current,2021-09-06
8081,42631587.1429,1999999.94,Current,2021-10-08
8082,99644745.7143,499999.9,Items for litigation,2021-10-13
8083,133762914.2857,3450001.24,Current,2021-10-29
8084,84101858.5714,1179998.78,Current,2021-11-03
8085,103057701.4286,1000000.32,Current,2021-12-01
8086,37966687.1429,299998.3,Current,2021-12-22
8087,46738115.7143,750000.4,Current,2021-12-22
8088,72130.0,516247.67,Current,2021-12-29
8089,91166585.7143,599997.99,Current,2022-02-10
8090,49902001.4286,469999.45,Current,2022-02-11
8091,27844287.1429,429000.38,Current,2022-02-17
8092,132487572.8571,400000.72,Current,2022-02-18
8093,109391028.5714,399999.29,Current,2022-02-28
8094,70870557.1429,300002.11,Current,2022-03-08
8095,89526844.2857,449997.98,Current,2022-03-10
8096,107572372.8571,300000.68,Current,2022-03-15
8097,4955045.7143,1379999.62,Current,2022-03-30
8098,142832602.8571,449999.35,Principal Past Due,2022-04-07
8099,91371158.5714,399999.69,Principal Past Due,2022-04-22
8100,135064530.0,1999999.85,Principal Past Due,2022-05-10
8101,10782072.8571,2500001.05,Current,2022-05-13
8102,59387628.5714,299999.11,Current,2022-05-31
8103,133333271.4286,3999999.15,Current,2022-06-02
8104,101194214.2857,999999.35,Current,2022-06-10
8105,11926230.0,1500000.29,Current,2022-06-13
8106,40761458.5714,5000000.89,Current,2022-06-24
8107,60254658.5714,300001.83,Current,2022-06-22
8108,49665871.4286,2759997.56,Current,2022-07-04
8109,61792601.4286,599998.36,Current,2022-07-08
8110,84519731.4286,299998.66,Current,2022-07-19
8111,390415.7143,1340000.26,Current,2022-08-18
8112,65617987.1429,500000.49,Principal Past Due,2022-08-19
8113,14444885.7143,299998.87,Current,2022-09-08
8114,40761458.5714,5000000.88,Current,2022-09-15
8115,56741874.2857,499999.62,Current,2022-09-16
8116,105663187.1429,1299999.2,Current,2022-09-23
8117,62349814.2857,6899999.24,Current,2022-09-29
8118,84423017.1429,299999.07,Current,2022-09-30
8119,21427142.8571,2499999.82,Current,2022-09-30
8120,109234874.2857,1300000.1,Current,2022-09-29
8121,83199902.8571,9999999.58,Current,2022-10-04
8122,52691801.4286,2300001.81,Current,2022-10-14
8123,132459430.0,999999.03,Current,2022-10-18
8124,223371.4286,580002.19,Current,2022-10-28
8125,14969272.8571,299999.82,Principal Past Due,2022-10-28
8126,8227331.4286,4090002.09,Current,2022-11-02
8127,105761617.1429,2700000.95,Amortization Past Due,2022-11-28
8128,26800258.5714,300001.37,Current,2023-01-13
8129,61232588.5714,810000.77,Current,2023-03-03
8130,58256130.0,299998.15,Current,2023-03-08
8131,2516074.2857,1999999.75,Current,2023-03-10
8132,41917515.7143,299999.46,Current,2023-03-10
8133,103708944.2857,420001.77,Current,2023-03-28
8134,99007972.8571,480000.48,Current,2023-03-30
8135,41074644.2857,300000.65,Current,2023-03-31
8136,95499200.0,999998.4,Current,2023-04-05
8137,120081944.2857,699999.65,Current,2023-05-19
8138,125442472.8571,2300000.18,Current,2023-05-22
8139,68166771.4286,9900000.28,Current,2023-05-23
8140,11972387.1429,600000.09,Current,2023-06-26
8141,68166771.4286,7107750.83,Current,2023-07-06
8142,107572372.8571,1900001.25,Current,2023-07-07
8143,95499200.0,3999998.45,Current,2023-07-12
8144,95499200.0,1999998.61,Current,2023-07-13
8145,132459430.0,859999.73,Current,2023-07-14
8146,79715931.4286,9999999.89,Current,2023-07-24
8147,19110917.1429,1499999.7,Current,2023-07-26
8148,95499200.0,999999.55,Current,2023-08-01
8149,16089787.1429,999998.27,Current,2023-08-04
8150,68166771.4286,2199999.95,Current,2023-08-04
8151,68166771.4286,6509240.77,Current,2023-08-04
8152,68166771.4286,2186999.48,Current,2023-08-04
8153,107039642.8571,649998.97,Current,2023-08-08
8154,121237860.0,4170002.15,Current,2023-08-11
8155,116310200.0,449999.31,Amortization Past Due,2023-08-30
8156,57146515.7143,439999.22,Current,2023-09-07
8157,89021717.1429,700000.4,Current,2023-09-08
8158,28057588.5714,300000.52,Current,2023-09-12
8159,43163060.0,999999.64,Current,2023-09-29
8160,68166771.4286,4566001.41,Current,2023-10-03
8161,68166771.4286,1655000.67,Current,2023-10-05
8162,5515058.5714,299998.37,Current,2023-10-11
8163,40761458.5714,8000001.04,Current,2023-10-11
8164,101194214.2857,2000000.38,Current,2023-10-17
8165,87384588.5714,450001.46,Current,2023-10-18
8166,84730331.4286,424998.38,Current,2023-10-19
8167,68166771.4286,2430000.53,Current,2023-10-20
8168,68166771.4286,2834999.19,Current,2023-10-25
8169,58005945.7143,3000000.1,Current,2023-10-25
8170,103397787.1429,1300001.05,Current,2023-10-25
8171,16548114.2857,4599999.89,Current,2023-10-25
8172,107039642.8571,650000.02,Current,2023-10-26
8173,136202472.8571,300000.92,Current,2023-11-15
8174,76916860.0,300001.01,Current,2023-11-20
8175,124016730.0,300000.2,Current,2023-11-24
8176,30356957.1429,491017.44,Current,2018-09-21
8177,30356957.1429,4008982.68,Current,2018-09-21
8178,90164571.4286,1680000.29,Current,2020-06-01
8179,90164571.4286,1120001.77,Current,2020-06-30
8180,34984602.8571,1599998.86,Current,2020-10-23
8181,28946687.1429,2999998.4,Amortization Past Due,2020-11-20
8182,132904887.1429,1000000.96,Current,2021-04-26
8183,24600045.7143,500000.32,Current,2021-07-12
8184,132904887.1429,500000.32,Current,2021-12-07
8185,35915571.4286,300000.63,Current,2021-12-21
8186,110400760.0,299998.88,Current,2022-03-02
8187,60867444.2857,399999.63,Current,2022-03-18
8188,11442800.0,499999.21,Amortization Past Due,2022-03-24
8189,20206542.8571,600000.71,Current,2022-03-31
8190,31243431.4286,643998.75,Current,2022-04-20
8191,16515188.5714,999999.9,Current,2022-05-02
8192,24720431.4286,499999.2,Current,2022-05-17
8193,24056044.2857,450000.13,Current,2022-05-20
8194,60867444.2857,400000.74,Current,2022-05-25
8195,65827431.4286,1800000.49,Current,2022-06-08
8196,89330730.0,5700000.18,Current,2022-07-04
8197,127158142.8571,699999.07,Current,2022-07-21
8198,73903642.8571,879999.46,Amortization Past Due,2022-08-25
8199,97842614.2857,1499999.82,Current,2022-10-07
8200,20706942.8571,500000.49,Current,2022-10-17
8201,33493228.5714,1999999.5,Current,2022-11-15
8202,95706844.2857,299999.25,Current,2022-11-23
8203,33213915.7143,1000001.37,Current,2022-12-07
8204,43077302.8571,1099997.97,Current,2022-12-07
8205,120016457.1429,299999.22,Current,2022-12-15
8206,139370887.1429,470000.64,Current,2022-12-15
8207,60867444.2857,399999.1,Current,2022-12-20
8208,91747430.0,300000.25,Current,2023-01-23
8209,63077731.4286,669998.66,Amortization Past Due,2023-01-31
8210,81919002.8571,300000.77,Current,2023-01-31
8211,65827431.4286,599999.16,Current,2023-02-14
8212,45373217.1429,899999.87,Current,2023-03-24
8213,10565787.1429,1000001.19,Current,2023-04-11
8214,79762114.2857,710001.75,Current,2023-06-14
8215,86305317.1429,779999.28,Current,2023-06-15
8216,98079645.7143,2000000.23,Current,2023-07-19
8217,86594701.4286,930001.34,Current,2023-07-20
8218,13083731.4286,300000.52,Current,2023-07-31
8219,92561815.7143,400001.9,Current,2023-08-07
8220,127927301.4286,850000.83,Current,2023-08-10
8221,52490515.7143,565001.23,Current,2023-08-17
8222,27464872.8571,450001.07,Current,2023-08-29
8223,72720887.1429,299999.09,Current,2023-09-18
8224,69030401.4286,720001.83,Current,2023-10-11
8225,121838160.0,300000.54,Current,2023-10-16
8226,36088242.8571,3800000.63,Current,2023-10-20
8227,112813972.8571,649997.61,Current,2023-10-27
8228,35266715.7143,64649314.93,Current,2010-10-05
8229,73592515.7143,15000001.56,Current,2019-01-15
8230,78745642.8571,4999999.1,Principal Past Due,2019-06-07
8231,47519730.0,954998.92,Current,2019-09-18
8232,21925971.4286,1399999.43,Principal Past Due,2019-10-02
8233,62014301.4286,2000002.03,Current,2020-02-21
8234,82997457.1429,6374999.95,Current,2020-08-19
8235,85046001.4286,520002.54,Principal Past Due,2020-08-27
8236,127599585.7143,2999998.98,Current,2020-12-22
8237,93141771.4286,2000001.26,Current,2021-02-19
8238,127094772.8571,1000001.69,Current,2021-06-11
8239,8105671.4286,1199998.46,Principal Past Due,2021-06-25
8240,29232874.2857,500000.57,Current,2021-07-14
8241,82832902.8571,3000000.56,Current,2021-07-16
8242,97233874.2857,275525.23,Principal Past Due,2021-08-03
8243,82997457.1429,1812501.21,Current,2021-08-25
8244,109655902.8571,999999.92,Current,2021-10-21
8245,50677474.2857,1500000.21,Current,2021-10-29
8246,100619087.1429,640000.72,Current,2021-12-31
8247,20454458.5714,300000.69,Current,2022-01-10
8248,96175072.8571,800000.42,Current,2022-01-13
8249,89608844.2857,1000001.37,Current,2022-02-11
8250,82997457.1429,1812497.96,Current,2022-02-28
8251,19296187.1429,3600001.09,Current,2022-03-02
8252,127094772.8571,1000001.49,Current,2022-03-24
8253,137966015.7143,2000001.96,Current,2022-03-29
8254,8722972.8571,3000000.43,Amortization Past Due,2022-04-18
8255,122141971.4286,499999.59,Current,2022-06-07
8256,67520128.5714,649998.62,Current,2022-06-28
8257,114673715.7143,300000.16,Current,2022-07-08
8258,100011017.1429,1199999.88,Current,2022-07-21
8259,43293344.2857,999999.48,Current,2022-08-24
8260,50677474.2857,3999998.45,Current,2022-08-26
8261,117419244.2857,2999998.76,Current,2022-08-30
8262,130651487.1429,299999.58,Current,2022-08-30
8263,81568717.1429,499999.95,Current,2022-08-31
8264,109140460.0,1500000.57,Current,2022-09-15
8265,54345872.8571,2550000.91,Current,2022-09-19
8266,123567874.2857,299999.93,Current,2022-09-29
8267,72345060.0,2999999.66,Amortization Past Due,2022-10-28
8268,136587387.1429,299999.73,Principal Past Due,2022-11-15
8269,17500672.8571,1999999.46,Current,2022-12-21
8270,107946115.7143,399999.69,Current,2022-12-22
8271,109140460.0,600000.92,Current,2023-01-23
8272,84883228.5714,4499999.42,Current,2023-01-23
8273,69276071.4286,300000.34,Current,2023-02-21
8274,109140460.0,1000000.48,Current,2023-03-09
8275,122135257.1429,3000000.22,Current,2023-03-14
8276,89974642.8571,2999999.4,Current,2023-03-14
8277,98610160.0,1999998.93,Current,2023-03-22
8278,40607300.0,3500000.14,Current,2023-03-30
8279,109140460.0,999999.63,Current,2023-05-19
8280,23709460.0,900001.5,Current,2023-05-24
8281,113631700.0,999999.63,Current,2023-05-30
8282,50504745.7143,2200000.02,Current,2023-05-31
8283,56932360.0,2299999.29,Current,2023-06-09
8284,86132458.5714,3000000.14,Current,2023-06-20
8285,42955215.7143,299999.34,Current,2023-06-30
8286,53389431.4286,300001.39,Current,2023-07-27
8287,109140460.0,999998.46,Current,2023-08-15
8288,70561445.7143,760000.56,Current,2023-08-16
8289,16425502.8571,624998.22,Current,2023-08-25
8290,44828542.8571,1119999.12,Current,2023-09-25
8291,141821660.0,2690001.29,Current,2023-10-04
8292,48247272.8571,299998.02,Current,2023-10-06
8293,40607300.0,1999999.77,Current,2023-10-13
8294,43952914.2857,5999999.55,Current,2023-10-25
8295,11235774.2857,1500000.08,Current,2023-10-26
8296,92344414.2857,299999.92,Current,2023-11-03
8297,43952914.2857,4500000.38,Current,2023-11-06
8298,142190430.0,2999999.3,Current,2023-11-21
8299,110555002.8571,469999.39,Current,2023-11-28
8300,11630358.5714,300000.54,Current,2023-11-30
8301,18461557.1429,486719.73,Current,2019-10-17
8302,18461557.1429,749998.99,Current,2019-11-06
8303,30924487.1429,699999.61,Current,2019-12-11
8304,123096485.7143,945558.88,Current,2019-12-23
8305,8356342.8571,999998.92,Current,2020-01-22
8306,123096485.7143,1064999.92,Current,2020-01-31
8307,18461557.1429,749999.81,Current,2020-02-28
8308,123096485.7143,1334997.77,Current,2020-07-20
8309,18461557.1429,313278.65,Current,2020-07-23
8310,123096485.7143,2554439.2,Current,2020-12-11
8311,123096485.7143,2600000.27,Current,2021-03-12
8312,3111000.0,2999999.83,Principal Past Due,2021-04-29
8313,24444174.2857,1434999.89,Current,2021-04-30
8314,123096485.7143,2500000.13,Current,2021-06-18
8315,38033828.5714,1500000.95,Current,2021-06-30
8316,108875385.7143,2000000.95,Current,2021-10-26
8317,31085985.7143,300001.92,Current,2021-12-29
8318,125909858.5714,300000.4,Amortization Past Due,2021-12-31
8319,46054301.4286,299999.94,Current,2022-01-05
8320,28869258.5714,300000.89,Current,2022-01-12
8321,54353287.1429,2499999.2,Current,2022-01-28
8322,19762487.1429,299999.56,Amortization Past Due,2022-02-18
8323,58786730.0,594999.99,Current,2022-03-07
8324,48757085.7143,1000000.52,Current,2022-03-07
8325,40908257.1429,1720002.44,Current,2022-04-05
8326,128641587.1429,500000.75,Current,2022-04-22
8327,24475315.7143,3000000.64,Current,2022-04-26
8328,85412942.8571,2500000.17,Amortization Past Due,2022-07-22
8329,7452202.8571,1000000.11,Current,2022-10-19
8330,84724357.1429,1370001.48,Current,2022-10-20
8331,105312588.5714,2499998.29,Current,2022-11-09
8332,142263414.2857,3000000.31,Current,2022-12-16
8333,84586174.2857,8000000.06,Current,2022-12-28
8334,73649228.5714,1999998.61,Current,2023-01-10
8335,75775930.0,300000.75,Current,2023-01-23
8336,13969271.4286,299999.11,Current,2023-02-13
8337,23228515.7143,2000001.02,Current,2023-02-28
8338,37049728.5714,3700000.05,Current,2023-02-28
8339,1653888.5714,499999.29,Current,2023-03-13
8340,114410415.7143,300001.12,Current,2023-04-05
8341,93537400.0,550001.27,Current,2023-04-05
8342,99175015.7143,2000000.41,Current,2023-04-28
8343,51216744.2857,580000.42,Current,2023-05-25
8344,8209874.2857,299998.37,Current,2023-05-31
8345,139264288.5714,390001.0,Current,2023-05-31
8346,138545187.1429,300000.87,Current,2023-06-06
8347,84800328.5714,300002.01,Current,2023-06-20
8348,83779431.4286,1279999.82,Current,2023-07-12
8349,117254502.8571,300000.56,Current,2023-07-24
8350,29188331.4286,2450000.14,Current,2023-09-08
8351,119760844.2857,300000.52,Current,2023-09-19
8352,47065514.2857,2500001.34,Current,2023-09-19
8353,25330100.0,764999.54,Current,2023-10-04
8354,115584385.7143,3000000.76,Current,2023-10-26
8355,45897515.7143,299998.89,Current,2023-11-23
8356,30657687.1429,669999.43,Current,2021-03-05
8357,124407174.2857,1000000.76,Principal Past Due,2021-04-29
8358,36518472.8571,499998.24,Current,2021-07-26
8359,79408330.0,1499999.97,Principal Past Due,2021-08-23
8360,95832930.0,300000.36,Current,2022-01-26
8361,55257787.1429,300001.66,Current,2022-03-07
8362,40589858.5714,2550001.67,Current,2022-03-28
8363,37430071.4286,1179999.75,Current,2022-05-31
8364,27156814.2857,2589999.03,Current,2022-08-10
8365,120916972.8571,499998.72,Current,2022-09-13
8366,5936888.5714,5000000.15,Current,2022-09-30
8367,91577758.5714,300000.45,Current,2022-10-07
8368,15608930.0,299999.42,Current,2022-11-10
8369,2540730.0,999999.93,Current,2022-11-10
8370,120038857.1429,1099999.79,Current,2022-11-11
8371,9571800.0,300000.57,Current,2022-11-29
8372,25113602.8571,999998.2,Current,2022-12-13
8373,96509771.4286,999999.23,Current,2023-02-09
8374,42088687.1429,299999.67,Current,2023-02-13
8375,120038857.1429,810001.78,Current,2023-02-27
8376,74767772.8571,800000.52,Current,2023-03-02
8377,19459502.8571,2299999.35,Current,2023-05-31
8378,82127044.2857,4999999.18,Current,2023-05-31
8379,495045.7143,3000001.29,Current,2023-07-24
8380,17860160.0,510000.06,Current,2023-07-31
8381,131487572.8571,4000001.24,Current,2023-09-29
8382,120038857.1429,999998.74,Current,2023-10-10
8383,137509758.5714,299999.2,Current,2023-10-11
8384,61307158.5714,1750000.75,Current,2023-10-31
8385,103828331.4286,2950002.15,Current,2023-11-09
8386,122288415.7143,600000.16,Principal Past Due,2019-10-08
8387,131894215.7143,3000000.33,Principal Past Due,2020-02-04
8388,127341602.8571,2999999.55,Principal Past Due,2020-02-04
8389,142606317.1429,1800001.2,Principal Past Due,2020-10-22
8390,112413602.8571,1499998.75,Current,2020-12-02
8391,122178058.5714,700000.01,Amortization Past Due,2021-01-06
8392,27091588.5714,999999.73,Principal Past Due,2021-01-29
8393,131919872.8571,749998.55,Current,2021-02-17
8394,70647744.2857,1000000.52,Principal Past Due,2021-03-19
8395,108997257.1429,889999.59,Current,2021-03-24
8396,63796930.0,2999999.77,Amortization Past Due,2021-03-30
8397,100105317.1429,2799999.57,Principal Past Due,2021-04-21
8398,39534187.1429,860000.03,Current,2021-05-21
8399,105879588.5714,499999.23,Current,2021-05-25
8400,44190128.5714,1399998.83,Current,2021-06-02
8401,25201801.4286,999999.99,Current,2021-07-08
8402,131312128.5714,3000001.04,Current,2021-08-04
8403,67724331.4286,999999.4,Current,2021-08-12
8404,132096972.8571,939999.05,Principal Past Due,2021-08-17
8405,77730574.2857,2999998.59,Amortization Past Due,2021-10-21
8406,53796045.7143,1999999.84,Current,2021-12-06
8407,35602244.2857,3000001.77,Current,2021-12-13
8408,52747800.0,700001.78,Current,2021-12-15
8409,129389615.7143,520000.61,Current,2021-12-16
8410,129109701.4286,399998.78,Amortization Past Due,2021-12-22
8411,84069730.0,2300002.04,Principal Past Due,2022-01-17
8412,58783228.5714,730001.42,Current,2022-02-24
8413,129504000.0,9999999.45,Current,2022-04-07
8414,103601815.7143,500000.93,Current,2022-04-20
8415,59307601.4286,1799999.94,Current,2022-04-20
8416,25517957.1429,2999998.69,Current,2022-04-25
8417,29221372.8571,299999.91,Current,2022-04-26
8418,114878900.0,4000000.62,Current,2022-05-19
8419,139762558.5714,299998.89,Current,2022-06-09
8420,20376174.2857,2999999.44,Amortization Past Due,2022-06-10
8421,94700602.8571,679998.96,Amortization Past Due,2022-06-29
8422,67437202.8571,2999998.49,Current,2022-07-11
8423,15997228.5714,2000001.11,Current,2022-07-19
8424,64244928.5714,386000.03,Current,2022-08-05
8425,29361542.8571,5099999.64,Current,2022-08-10
8426,74489842.8571,1100002.21,Current,2022-08-30
8427,21257101.4286,300000.56,Amortization Past Due,2022-08-30
8428,85740701.4286,1100001.06,Current,2022-09-02
8429,66672530.0,299999.7,Current,2022-09-06
8430,80090800.0,600999.06,Current,2022-09-19
8431,122985401.4286,300001.62,Current,2022-09-21
8432,53521917.1429,299999.71,Current,2022-09-27
8433,113649558.5714,299999.8,Current,2022-09-30
8434,92043244.2857,299998.34,Current,2022-09-30
8435,104491344.2857,299999.99,Current,2022-10-13
8436,117845874.2857,300001.58,Current,2022-10-13
8437,13183460.0,1140000.15,Current,2022-10-13
8438,84069730.0,1000001.17,Amortization Past Due,2022-10-14
8439,39534187.1429,1950000.05,Current,2022-10-26
8440,124084330.0,300000.4,Current,2022-10-28
8441,25249031.4286,2000000.06,Principal Past Due,2022-10-28
8442,105765742.8571,329999.99,Current,2022-11-07
8443,103554315.7143,377999.06,Current,2022-11-15
8444,79196257.1429,299999.02,Current,2022-11-17
8445,19061358.5714,299999.58,Current,2022-11-22
8446,77743745.7143,1100000.53,Amortization Past Due,2022-11-24
8447,91428460.0,1000000.75,Current,2022-11-28
8448,127301542.8571,939999.53,Current,2022-12-20
8449,122685444.2857,1000000.95,Current,2022-12-21
8450,93603460.0,2999999.89,Current,2022-12-28
8451,75972230.0,2700000.64,Current,2023-01-23
8452,15997228.5714,499999.32,Current,2023-01-26
8453,101055130.0,299999.49,Current,2023-02-07
8454,11546544.2857,299999.11,Current,2023-02-17
8455,46125672.8571,399999.34,Current,2023-02-17
8456,117613031.4286,299999.76,Current,2023-02-23
8457,118942014.2857,1269999.38,Current,2023-03-03
8458,29995728.5714,1499999.84,Current,2023-03-09
8459,29221372.8571,999998.12,Current,2023-03-10
8460,12726045.7143,299998.78,Current,2023-03-13
8461,118192345.7143,1000000.68,Amortization Past Due,2023-03-23
8462,103601815.7143,999999.68,Current,2023-03-27
8463,101001358.5714,1290000.29,Principal Past Due,2023-03-27
8464,142289272.8571,299997.97,Current,2023-03-30
8465,49699215.7143,300000.4,Current,2023-03-31
8466,100252815.7143,299999.49,Current,2023-03-31
8467,53796045.7143,879999.26,Current,2023-03-31
8468,22139258.5714,299999.29,Current,2023-04-12
8469,112413602.8571,5240001.08,Current,2023-04-13
8470,122046671.4286,299999.69,Amortization Past Due,2023-04-27
8471,62123542.8571,349998.54,Current,2023-05-26
8472,97585114.2857,1900000.16,Current,2023-05-31
8473,24997357.1429,3499999.09,Current,2023-06-09
8474,64256502.8571,499999.16,Current,2023-06-14
8475,77002972.8571,500000.23,Current,2023-06-27
8476,141344474.2857,1230000.28,Current,2023-07-07
8477,67437202.8571,3000000.33,Current,2023-07-26
8478,138132902.8571,1000000.06,Current,2023-08-09
8479,140518842.8571,299999.3,Current,2023-08-10
8480,131883588.5714,480000.35,Current,2023-08-23
8481,132514460.0,699999.61,Current,2023-08-24
8482,122334002.8571,399999.69,Current,2023-08-24
8483,42092587.1429,7849999.04,Amortization Past Due,2023-08-31
8484,16103285.7143,860000.53,Current,2023-09-04
8485,48221074.2857,2740000.3,Current,2023-09-21
8486,3579530.0,4699999.39,Current,2023-09-22
8487,98983630.0,299999.75,Current,2023-09-25
8488,23141588.5714,1800000.11,Current,2023-09-28
8489,85113158.5714,2000000.61,Current,2023-10-03
8490,116489044.2857,300000.41,Current,2023-10-24
8491,36611385.7143,3000000.78,Current,2023-10-24
8492,93485358.5714,779999.64,Current,2023-10-25
8493,700672.8571,990000.09,Current,2023-10-27
8494,67397460.0,299999.92,Current,2023-10-27
8495,47922158.5714,300000.46,Current,2023-11-13
8496,78561588.5714,630000.45,Current,2023-11-15
8497,38960360.0,659999.21,Current,2023-11-22
8498,53796045.7143,1299999.67,Current,2023-11-30
8499,80086371.4286,662398.21,Current,2018-12-21
8500,80086371.4286,1937600.77,Current,2019-02-11
8501,12070215.7143,1799999.05,Current,2019-09-26
8502,66986387.1429,840001.28,Current,2021-03-26
8503,42523387.1429,420002.15,Current,2021-05-18
8504,105494174.2857,3000000.55,Principal Past Due,2021-06-08
8505,86267230.0,299998.84,Current,2021-06-30
8506,122202902.8571,5000000.63,Current,2021-07-06
8507,132047188.5714,490000.29,Current,2021-07-09
8508,105494174.2857,510001.33,Principal Past Due,2021-10-15
8509,36931987.1429,440001.76,Current,2021-10-28
8510,1383644.2857,1000001.45,Current,2021-11-12
8511,42461860.0,300001.08,Current,2021-12-14
8512,57022288.5714,800000.52,Current,2021-12-22
8513,16555215.7143,300000.27,Amortization Past Due,2021-12-24
8514,81263331.4286,324999.31,Current,2021-12-31
8515,63894687.1429,299999.72,Current,2022-03-22
8516,32287902.8571,3000000.87,Current,2022-03-24
8517,132848414.2857,1890000.13,Current,2022-03-29
8518,66195460.0,1199999.24,Current,2022-03-31
8519,105715588.5714,3000000.71,Current,2022-03-30
8520,118666602.8571,2799998.85,Amortization Past Due,2022-04-13
8521,32362830.0,1100001.05,Amortization Past Due,2022-04-22
8522,51031401.4286,999999.27,Current,2022-05-24
