CUSTOMER_ID,CUSTOMER_GROUP,CUSTOMER_SEGMENT
5095828.5714,RETAIL,Tier 6
101095828.5714,RETAIL,Tier 6
44238685.7143,RETAIL,Tier 6
49957400.0,RETAIL,Tier 2
139952971.4286,RETAIL,Tier 6
47681542.8571,RETAIL,Tier 6
116400257.1429,RETAIL,Tier 6
75538685.7143,RETAIL,Tier 6
95681542.8571,RETAIL,Tier 5
79971685.7143,RETAIL,Tier 5
73552971.4286,RETAIL,Tier 6
116552971.4286,RETAIL,Tier 5
135267257.1429,RETAIL,Tier 1
101573114.2857,RETAIL,Tier 6
5995828.5714,RETAIL,Tier 6
94710114.2857,RETAIL,Tier 6
116430257.1429,RETAIL,Tier 1
8144542.8571,RETAIL,Tier 5
1582971.4286,RETAIL,Tier 6
25158828.5714,RETAIL,Tier 6
75154400.0,RETAIL,Tier 6
91744542.8571,RETAIL,Tier 6
31168685.7143,RETAIL,Tier 6
122044542.8571,RETAIL,Tier 6
114768685.7143,RETAIL,Tier 6
66487400.0,RETAIL,Tier 6
73625828.5714,RETAIL,Tier 6
116625828.5714,RETAIL,Tier 5
101197257.1429,RETAIL,Tier 5
120073114.2857,RETAIL,Tier 6
14501685.7143,RETAIL,Tier 6
56073114.2857,RETAIL,Tier 6
34354400.0,RETAIL,Tier 6
136920257.1429,RETAIL,Tier 6
13644542.8571,RETAIL,Tier 6
87073114.2857,RETAIL,Tier 6
115644542.8571,RETAIL,Tier 5
17658828.5714,RETAIL,Tier 1
5363114.2857,RETAIL,Tier 1
59230257.1429,RETAIL,Tier 6
103801685.7143,RETAIL,Tier 6
84220257.1429,RETAIL,Tier 5
31520257.1429,RETAIL,Tier 6
55230257.1429,RETAIL,Tier 6
105958828.5714,RETAIL,Tier 6
26815971.4286,RETAIL,Tier 6
141101685.7143,RETAIL,Tier 5
87534542.8571,RETAIL,Tier 6
103115971.4286,RETAIL,Tier 6
34687400.0,RETAIL,Tier 6
37963114.2857,RETAIL,Tier 5
43687400.0,RETAIL,Tier 6
41401685.7143,RETAIL,Tier 5
56405971.4286,RETAIL,Tier 6
121987400.0,RETAIL,Tier 6
52130257.1429,RETAIL,Tier 1
136844542.8571,RETAIL,Tier 1
47563114.2857,RETAIL,Tier 6
11848828.5714,RETAIL,Tier 1
110991685.7143,RETAIL,Tier 6
106431685.7143,RETAIL,Tier 1
35920257.1429,RETAIL,Tier 2
34003114.2857,RETAIL,Tier 6
11874542.8571,RETAIL,Tier 5
56721685.7143,RETAIL,Tier 6
44593114.2857,RETAIL,Tier 6
82445971.4286,RETAIL,Tier 5
112588828.5714,RETAIL,Tier 6
134460257.1429,RETAIL,Tier 6
83735971.4286,RETAIL,Tier 5
16321685.7143,RETAIL,Tier 5
117750257.1429,RETAIL,Tier 6
141478828.5714,RETAIL,Tier 6
127331685.7143,RETAIL,Tier 1
9045971.4286,RETAIL,Tier 6
20335971.4286,RETAIL,Tier 6
57621685.7143,RETAIL,Tier 6
9331685.7143,RETAIL,Tier 1
86335971.4286,RETAIL,Tier 6
8631685.7143,RETAIL,Tier 1
85917400.0,RETAIL,Tier 5
31917400.0,RETAIL,Tier 6
106345971.4286,RETAIL,Tier 1
126774542.8571,RETAIL,Tier 1
102631685.7143,RETAIL,Tier 6
133921685.7143,RETAIL,Tier 5
41788828.5714,RETAIL,Tier 5
6360257.1429,RETAIL,Tier 6
93931685.7143,RETAIL,Tier 6
94221685.7143,RETAIL,Tier 6
104803114.2857,RETAIL,Tier 5
39231685.7143,RETAIL,Tier 6
106517400.0,RETAIL,Tier 5
81231685.7143,RETAIL,Tier 5
142093114.2857,RETAIL,Tier 6
37250257.1429,RETAIL,Tier 5
141107400.0,RETAIL,Tier 6
1550257.1429,RETAIL,Tier 6
121550257.1429,RETAIL,Tier 5
93831685.7143,RETAIL,Tier 1
88988828.5714,RETAIL,Tier 5
139417400.0,RETAIL,Tier 1
42703114.2857,RETAIL,Tier 6
23433114.2857,RETAIL,Tier 2
107865971.4286,RETAIL,Tier 5
90161685.7143,RETAIL,Tier 6
24447400.0,RETAIL,Tier 1
78880257.1429,RETAIL,Tier 5
27175971.4286,RETAIL,Tier 6
71165971.4286,RETAIL,Tier 2
44165971.4286,RETAIL,Tier 6
121465971.4286,RETAIL,Tier 2
51033114.2857,RETAIL,Tier 6
76465971.4286,RETAIL,Tier 1
126751685.7143,RETAIL,Tier 2
99761685.7143,RETAIL,Tier 1
6065971.4286,RETAIL,Tier 5
15208828.5714,RETAIL,Tier 6
34208828.5714,RETAIL,Tier 5
85937400.0,RETAIL,Tier 6
20223114.2857,RETAIL,Tier 2
107651685.7143,RETAIL,Tier 2
13647400.0,RETAIL,Tier 6
139080257.1429,RETAIL,Tier 6
102794542.8571,RETAIL,Tier 6
116233114.2857,RETAIL,Tier 6
108375971.4286,RETAIL,Tier 6
31094542.8571,RETAIL,Tier 6
19951685.7143,RETAIL,Tier 5
26251685.7143,RETAIL,Tier 5
102108828.5714,RETAIL,Tier 6
132980257.1429,RETAIL,Tier 5
47408828.5714,RETAIL,Tier 6
46694542.8571,RETAIL,Tier 6
35261685.7143,RETAIL,Tier 6
83980257.1429,RETAIL,Tier 6
95547400.0,RETAIL,Tier 1
131994542.8571,RETAIL,Tier 6
44994542.8571,RETAIL,Tier 5
68867400.0,RETAIL,Tier 1
138881685.7143,RETAIL,Tier 2
75453114.2857,RETAIL,Tier 6
134167400.0,RETAIL,Tier 5
69038828.5714,RETAIL,Tier 5
49591685.7143,RETAIL,Tier 6
14181685.7143,RETAIL,Tier 6
18781685.7143,RETAIL,Tier 2
12971828.5714,RETAIL,Tier 6
81686114.2857,RETAIL,Tier 6
58795971.4286,RETAIL,Tier 6
135400400.0,RETAIL,Tier 2
26081685.7143,RETAIL,Tier 6
19971828.5714,RETAIL,Tier 2
38543257.1429,RETAIL,Tier 2
14810257.1429,RETAIL,Tier 6
7287542.8571,RETAIL,Tier 2
110287542.8571,RETAIL,Tier 6
35095971.4286,RETAIL,Tier 6
127001828.5714,RETAIL,Tier 2
2395971.4286,RETAIL,Tier 1
32444685.7143,RETAIL,Tier 6
73814685.7143,RETAIL,Tier 1
49267400.0,RETAIL,Tier 6
129553114.2857,RETAIL,Tier 5
6887542.8571,RETAIL,Tier 5
24173257.1429,RETAIL,Tier 6
90853114.2857,RETAIL,Tier 6
119330400.0,RETAIL,Tier 6
108916114.2857,RETAIL,Tier 6
114358971.4286,RETAIL,Tier 2
102883114.2857,RETAIL,Tier 6
2025971.4286,RETAIL,Tier 6
128358971.4286,RETAIL,Tier 1
67073257.1429,RETAIL,Tier 6
21025971.4286,RETAIL,Tier 6
52800400.0,RETAIL,Tier 5
138611685.7143,RETAIL,Tier 6
33944685.7143,RETAIL,Tier 6
48768828.5714,RETAIL,Tier 6
14244685.7143,RETAIL,Tier 6
1783114.2857,RETAIL,Tier 1
27783114.2857,RETAIL,Tier 6
61654542.8571,RETAIL,Tier 5
20368828.5714,RETAIL,Tier 6
27940257.1429,RETAIL,Tier 5
85828971.4286,RETAIL,Tier 2
122431828.5714,RETAIL,Tier 6
21683114.2857,RETAIL,Tier 6
7603257.1429,RETAIL,Tier 6
42825971.4286,RETAIL,Tier 5
8317542.8571,RETAIL,Tier 2
42711685.7143,RETAIL,Tier 6
30584542.8571,RETAIL,Tier 1
69441685.7143,RETAIL,Tier 6
63455971.4286,RETAIL,Tier 6
32455971.4286,RETAIL,Tier 6
51170257.1429,RETAIL,Tier 6
76898828.5714,RETAIL,Tier 5
48470257.1429,RETAIL,Tier 6
133403257.1429,RETAIL,Tier 6
16198828.5714,RETAIL,Tier 5
29831828.5714,RETAIL,Tier 6
132627400.0,RETAIL,Tier 1
89913114.2857,RETAIL,Tier 5
111988971.4286,RETAIL,Tier 6
118686114.2857,RETAIL,Tier 6
19846114.2857,RETAIL,Tier 5
83290400.0,RETAIL,Tier 6
69213114.2857,RETAIL,Tier 1
29498828.5714,RETAIL,Tier 6
28941685.7143,RETAIL,Tier 1
56084542.8571,RETAIL,Tier 6
50241685.7143,RETAIL,Tier 6
88955971.4286,RETAIL,Tier 5
56241685.7143,RETAIL,Tier 1
75384542.8571,RETAIL,Tier 1
53890400.0,RETAIL,Tier 6
28527400.0,RETAIL,Tier 5
92747542.8571,RETAIL,Tier 6
120190400.0,RETAIL,Tier 5
11618971.4286,RETAIL,Tier 6
129541685.7143,RETAIL,Tier 6
1113114.2857,RETAIL,Tier 6
87113114.2857,RETAIL,Tier 6
122827400.0,RETAIL,Tier 6
109413114.2857,RETAIL,Tier 6
138270257.1429,RETAIL,Tier 5
58855971.4286,RETAIL,Tier 6
7427400.0,RETAIL,Tier 5
82504685.7143,RETAIL,Tier 6
58570257.1429,RETAIL,Tier 6
57661828.5714,RETAIL,Tier 6
47661828.5714,RETAIL,Tier 2
30947542.8571,RETAIL,Tier 6
33143257.1429,RETAIL,Tier 5
114300400.0,RETAIL,Tier 6
100818971.4286,RETAIL,Tier 2
53157542.8571,RETAIL,Tier 5
49818971.4286,RETAIL,Tier 2
26961828.5714,RETAIL,Tier 2
130871828.5714,RETAIL,Tier 6
124261828.5714,RETAIL,Tier 1
53133257.1429,RETAIL,Tier 2
5276114.2857,RETAIL,Tier 5
48614685.7143,RETAIL,Tier 6
17434685.7143,RETAIL,Tier 6
59006114.2857,RETAIL,Tier 6
76148971.4286,RETAIL,Tier 6
123328971.4286,RETAIL,Tier 6
89471828.5714,RETAIL,Tier 5
21734685.7143,RETAIL,Tier 2
77771828.5714,RETAIL,Tier 6
65306114.2857,RETAIL,Tier 6
135748971.4286,RETAIL,Tier 5
127643257.1429,RETAIL,Tier 5
137786114.2857,RETAIL,Tier 6
40748971.4286,RETAIL,Tier 2
41071828.5714,RETAIL,Tier 6
127034685.7143,RETAIL,Tier 5
119048971.4286,RETAIL,Tier 6
62191828.5714,RETAIL,Tier 1
96763257.1429,RETAIL,Tier 6
127348971.4286,RETAIL,Tier 6
76538971.4286,RETAIL,Tier 2
61268971.4286,RETAIL,Tier 5
56648971.4286,RETAIL,Tier 1
2791828.5714,RETAIL,Tier 5
15806114.2857,RETAIL,Tier 1
18696114.2857,RETAIL,Tier 5
135727542.8571,RETAIL,Tier 2
94584685.7143,RETAIL,Tier 6
3124685.7143,RETAIL,Tier 1
54948971.4286,RETAIL,Tier 6
23441828.5714,RETAIL,Tier 6
72156114.2857,RETAIL,Tier 6
47248971.4286,RETAIL,Tier 5
137013257.1429,RETAIL,Tier 6
19820400.0,RETAIL,Tier 6
62456114.2857,RETAIL,Tier 6
60041828.5714,RETAIL,Tier 5
52691828.5714,RETAIL,Tier 6
30420400.0,RETAIL,Tier 6
28327542.8571,RETAIL,Tier 6
92420400.0,RETAIL,Tier 2
125056114.2857,RETAIL,Tier 1
137164685.7143,RETAIL,Tier 6
16021828.5714,RETAIL,Tier 6
20307542.8571,RETAIL,Tier 6
18213257.1429,RETAIL,Tier 6
1656114.2857,RETAIL,Tier 2
55164685.7143,RETAIL,Tier 6
83736114.2857,RETAIL,Tier 1
140878971.4286,RETAIL,Tier 6
79567542.8571,RETAIL,Tier 5
126321828.5714,RETAIL,Tier 6
68178971.4286,RETAIL,Tier 1
34281828.5714,RETAIL,Tier 6
86384685.7143,RETAIL,Tier 6
87956114.2857,RETAIL,Tier 6
27154685.7143,RETAIL,Tier 6
20956114.2857,RETAIL,Tier 6
113813257.1429,RETAIL,Tier 6
50621828.5714,RETAIL,Tier 6
8726114.2857,RETAIL,Tier 6
47440400.0,RETAIL,Tier 6
11336114.2857,RETAIL,Tier 6
69113257.1429,RETAIL,Tier 6
140541828.5714,RETAIL,Tier 5
30221828.5714,RETAIL,Tier 5
73936114.2857,RETAIL,Tier 6
142726114.2857,RETAIL,Tier 6
75521828.5714,RETAIL,Tier 6
39713257.1429,RETAIL,Tier 6
140168971.4286,RETAIL,Tier 2
110964685.7143,RETAIL,Tier 6
137107542.8571,RETAIL,Tier 6
62286257.1429,RETAIL,Tier 5
67729114.2857,RETAIL,Tier 6
124564685.7143,RETAIL,Tier 6
117707542.8571,RETAIL,Tier 5
66278971.4286,RETAIL,Tier 5
61029114.2857,RETAIL,Tier 5
100040400.0,RETAIL,Tier 5
93294685.7143,RETAIL,Tier 2
87723257.1429,RETAIL,Tier 5
30186257.1429,RETAIL,Tier 6
23043400.0,RETAIL,Tier 6
108594685.7143,RETAIL,Tier 1
41754685.7143,RETAIL,Tier 2
62166114.2857,RETAIL,Tier 6
93594685.7143,RETAIL,Tier 1
26737542.8571,RETAIL,Tier 6
32200542.8571,RETAIL,Tier 6
47914828.5714,RETAIL,Tier 6
3771971.4286,RETAIL,Tier 6
128057685.7143,RETAIL,Tier 6
87466114.2857,RETAIL,Tier 1
29914828.5714,RETAIL,Tier 5
20751828.5714,RETAIL,Tier 5
74040400.0,RETAIL,Tier 6
122051828.5714,RETAIL,Tier 2
35194685.7143,RETAIL,Tier 5
29766114.2857,RETAIL,Tier 6
60066114.2857,RETAIL,Tier 6
132514828.5714,RETAIL,Tier 5
140080400.0,RETAIL,Tier 5
84651828.5714,RETAIL,Tier 6
6768971.4286,RETAIL,Tier 5
38080400.0,RETAIL,Tier 6
91197542.8571,RETAIL,Tier 2
51366114.2857,RETAIL,Tier 5
21808971.4286,RETAIL,Tier 6
119911828.5714,RETAIL,Tier 6
127543400.0,RETAIL,Tier 1
92666114.2857,RETAIL,Tier 6
95666114.2857,RETAIL,Tier 5
112980400.0,RETAIL,Tier 6
39843400.0,RETAIL,Tier 2
139408971.4286,RETAIL,Tier 6
131001971.4286,RETAIL,Tier 6
96926114.2857,RETAIL,Tier 6
42851828.5714,RETAIL,Tier 2
140226114.2857,RETAIL,Tier 6
115296114.2857,RETAIL,Tier 6
117654685.7143,RETAIL,Tier 6
23744828.5714,RETAIL,Tier 6
134473400.0,RETAIL,Tier 6
72368971.4286,RETAIL,Tier 6
132368971.4286,RETAIL,Tier 2
51167542.8571,RETAIL,Tier 5
49187685.7143,RETAIL,Tier 6
60201971.4286,RETAIL,Tier 5
94630542.8571,RETAIL,Tier 6
49201971.4286,RETAIL,Tier 6
125067542.8571,RETAIL,Tier 6
84216257.1429,RETAIL,Tier 6
142516257.1429,RETAIL,Tier 5
45367542.8571,RETAIL,Tier 5
104381828.5714,RETAIL,Tier 5
43530542.8571,RETAIL,Tier 5
39673400.0,RETAIL,Tier 6
60321971.4286,RETAIL,Tier 6
129179114.2857,RETAIL,Tier 5
15401971.4286,RETAIL,Tier 2
58259114.2857,RETAIL,Tier 6
111401971.4286,RETAIL,Tier 6
14479114.2857,RETAIL,Tier 5
90844828.5714,RETAIL,Tier 6
55050542.8571,RETAIL,Tier 5
65621971.4286,RETAIL,Tier 6
120860542.8571,RETAIL,Tier 1
65431971.4286,RETAIL,Tier 6
92874828.5714,RETAIL,Tier 6
9017685.7143,RETAIL,Tier 1
122950542.8571,RETAIL,Tier 5
109093400.0,RETAIL,Tier 6
9031971.4286,RETAIL,Tier 6
40107685.7143,RETAIL,Tier 6
68821971.4286,RETAIL,Tier 6
67964828.5714,RETAIL,Tier 2
103046257.1429,RETAIL,Tier 6
16821971.4286,RETAIL,Tier 6
1903400.0,RETAIL,Tier 6
32331971.4286,RETAIL,Tier 6
29760542.8571,RETAIL,Tier 5
36693400.0,RETAIL,Tier 2
21264828.5714,RETAIL,Tier 6
12917685.7143,RETAIL,Tier 6
4421971.4286,RETAIL,Tier 6
47774828.5714,RETAIL,Tier 5
47136257.1429,RETAIL,Tier 6
8489114.2857,RETAIL,Tier 5
104503400.0,RETAIL,Tier 6
94580542.8571,RETAIL,Tier 2
93646257.1429,RETAIL,Tier 6
13166257.1429,RETAIL,Tier 6
6737685.7143,RETAIL,Tier 6
136374828.5714,RETAIL,Tier 6
67180542.8571,RETAIL,Tier 6
85674828.5714,RETAIL,Tier 5
43494828.5714,RETAIL,Tier 6
9351971.4286,RETAIL,Tier 6
51974828.5714,RETAIL,Tier 6
82260542.8571,RETAIL,Tier 5
9546257.1429,RETAIL,Tier 6
30080542.8571,RETAIL,Tier 5
39689114.2857,RETAIL,Tier 2
69509114.2857,RETAIL,Tier 6
31080542.8571,RETAIL,Tier 1
29703400.0,RETAIL,Tier 6
3237685.7143,RETAIL,Tier 6
70523400.0,RETAIL,Tier 6
33680542.8571,RETAIL,Tier 6
71004828.5714,RETAIL,Tier 5
96861971.4286,RETAIL,Tier 1
121251971.4286,RETAIL,Tier 6
117551971.4286,RETAIL,Tier 6
29409114.2857,RETAIL,Tier 6
59980542.8571,RETAIL,Tier 5
125694828.5714,RETAIL,Tier 2
101604828.5714,RETAIL,Tier 5
100747685.7143,RETAIL,Tier 1
119890542.8571,RETAIL,Tier 1
96581971.4286,RETAIL,Tier 6
7761971.4286,RETAIL,Tier 5
28753400.0,RETAIL,Tier 5
6076257.1429,RETAIL,Tier 1
56076257.1429,RETAIL,Tier 5
84624828.5714,RETAIL,Tier 6
24790542.8571,RETAIL,Tier 6
50910542.8571,RETAIL,Tier 6
109210542.8571,RETAIL,Tier 6
104947685.7143,RETAIL,Tier 1
46639114.2857,RETAIL,Tier 5
77224828.5714,RETAIL,Tier 5
92939114.2857,RETAIL,Tier 6
53367685.7143,RETAIL,Tier 6
44524828.5714,RETAIL,Tier 6
80381971.4286,RETAIL,Tier 6
97547685.7143,RETAIL,Tier 6
112524828.5714,RETAIL,Tier 5
41967685.7143,RETAIL,Tier 5
113396257.1429,RETAIL,Tier 6
62110542.8571,RETAIL,Tier 6
32539114.2857,RETAIL,Tier 6
119681971.4286,RETAIL,Tier 6
13561971.4286,RETAIL,Tier 6
82276257.1429,RETAIL,Tier 1
32419114.2857,RETAIL,Tier 6
102434828.5714,RETAIL,Tier 5
16297685.7143,RETAIL,Tier 1
93869114.2857,RETAIL,Tier 2
81597685.7143,RETAIL,Tier 6
67183400.0,RETAIL,Tier 5
81469114.2857,RETAIL,Tier 6
37326257.1429,RETAIL,Tier 6
123754828.5714,RETAIL,Tier 6
9483400.0,RETAIL,Tier 6
27349114.2857,RETAIL,Tier 1
20211971.4286,RETAIL,Tier 5
92354828.5714,RETAIL,Tier 5
99920542.8571,RETAIL,Tier 5
24654828.5714,RETAIL,Tier 6
78949114.2857,RETAIL,Tier 6
92663400.0,RETAIL,Tier 6
59954828.5714,RETAIL,Tier 2
20397685.7143,RETAIL,Tier 6
99391971.4286,RETAIL,Tier 1
52534828.5714,RETAIL,Tier 6
39834828.5714,RETAIL,Tier 1
90854828.5714,RETAIL,Tier 5
132134828.5714,RETAIL,Tier 6
86706257.1429,RETAIL,Tier 6
75706257.1429,RETAIL,Tier 6
104579114.2857,RETAIL,Tier 6
51599114.2857,RETAIL,Tier 5
124599114.2857,RETAIL,Tier 6
110579114.2857,RETAIL,Tier 6
32436257.1429,RETAIL,Tier 6
54027685.7143,RETAIL,Tier 5
24307685.7143,RETAIL,Tier 6
140021971.4286,RETAIL,Tier 6
103593400.0,RETAIL,Tier 6
75750542.8571,RETAIL,Tier 6
74590685.7143,RETAIL,Tier 6
117590685.7143,RETAIL,Tier 2
75304971.4286,RETAIL,Tier 5
141304971.4286,RETAIL,Tier 2
9213400.0,RETAIL,Tier 6
54033542.8571,RETAIL,Tier 6
1319257.1429,RETAIL,Tier 6
85641971.4286,RETAIL,Tier 1
135799114.2857,RETAIL,Tier 6
120333542.8571,RETAIL,Tier 6
83333542.8571,RETAIL,Tier 6
62333542.8571,RETAIL,Tier 5
94047828.5714,RETAIL,Tier 6
29941971.4286,RETAIL,Tier 6
14190685.7143,RETAIL,Tier 5
125776400.0,RETAIL,Tier 6
137633542.8571,RETAIL,Tier 2
76527685.7143,RETAIL,Tier 6
49527685.7143,RETAIL,Tier 6
131504971.4286,RETAIL,Tier 6
139113400.0,RETAIL,Tier 5
99256257.1429,RETAIL,Tier 1
120984828.5714,RETAIL,Tier 5
107390685.7143,RETAIL,Tier 6
77533542.8571,RETAIL,Tier 6
6962114.2857,RETAIL,Tier 2
84247828.5714,RETAIL,Tier 6
80547828.5714,RETAIL,Tier 6
14284828.5714,RETAIL,Tier 6
11429257.1429,RETAIL,Tier 5
92990685.7143,RETAIL,Tier 5
47429257.1429,RETAIL,Tier 6
42143542.8571,RETAIL,Tier 6
78872114.2857,RETAIL,Tier 6
101292114.2857,RETAIL,Tier 5
91292114.2857,RETAIL,Tier 6
110020685.7143,RETAIL,Tier 2
129449257.1429,RETAIL,Tier 5
48886400.0,RETAIL,Tier 6
27329257.1429,RETAIL,Tier 6
24177828.5714,RETAIL,Tier 5
112329257.1429,RETAIL,Tier 1
107763542.8571,RETAIL,Tier 6
73634971.4286,RETAIL,Tier 1
79772114.2857,RETAIL,Tier 6
125934971.4286,RETAIL,Tier 5
128934971.4286,RETAIL,Tier 6
104806400.0,RETAIL,Tier 6
60949257.1429,RETAIL,Tier 6
132800685.7143,RETAIL,Tier 6
4820685.7143,RETAIL,Tier 6
70677828.5714,RETAIL,Tier 5
62243542.8571,RETAIL,Tier 6
110814971.4286,RETAIL,Tier 1
129963542.8571,RETAIL,Tier 2
130257828.5714,RETAIL,Tier 1
103849257.1429,RETAIL,Tier 6
8700685.7143,RETAIL,Tier 6
64843542.8571,RETAIL,Tier 6
13293542.8571,RETAIL,Tier 2
118007828.5714,RETAIL,Tier 6
65436400.0,RETAIL,Tier 5
13164971.4286,RETAIL,Tier 5
5750685.7143,RETAIL,Tier 6
66016400.0,RETAIL,Tier 5
80302114.2857,RETAIL,Tier 5
112036400.0,RETAIL,Tier 5
129464971.4286,RETAIL,Tier 6
58322114.2857,RETAIL,Tier 1
47907828.5714,RETAIL,Tier 2
88193542.8571,RETAIL,Tier 5
80173542.8571,RETAIL,Tier 6
123173542.8571,RETAIL,Tier 6
115922114.2857,RETAIL,Tier 6
57636400.0,RETAIL,Tier 5
48064971.4286,RETAIL,Tier 6
133222114.2857,RETAIL,Tier 5
73507828.5714,RETAIL,Tier 2
45364971.4286,RETAIL,Tier 6
59793542.8571,RETAIL,Tier 6
31773542.8571,RETAIL,Tier 6
34630685.7143,RETAIL,Tier 5
72093542.8571,RETAIL,Tier 6
14093542.8571,RETAIL,Tier 6
3073542.8571,RETAIL,Tier 6
104373542.8571,RETAIL,Tier 5
81802114.2857,RETAIL,Tier 6
86836400.0,RETAIL,Tier 5
112836400.0,RETAIL,Tier 5
86802114.2857,RETAIL,Tier 6
80387828.5714,RETAIL,Tier 6
126387828.5714,RETAIL,Tier 1
47959257.1429,RETAIL,Tier 6
105530685.7143,RETAIL,Tier 5
115830685.7143,RETAIL,Tier 6
39580685.7143,RETAIL,Tier 6
108687828.5714,RETAIL,Tier 1
61294971.4286,RETAIL,Tier 6
51452114.2857,RETAIL,Tier 5
35880685.7143,RETAIL,Tier 5
101752114.2857,RETAIL,Tier 2
86273542.8571,RETAIL,Tier 1
113323542.8571,RETAIL,Tier 6
54337828.5714,RETAIL,Tier 5
121574971.4286,RETAIL,Tier 2
14766400.0,RETAIL,Tier 5
121717828.5714,RETAIL,Tier 6
40289257.1429,RETAIL,Tier 6
75289257.1429,RETAIL,Tier 6
117160685.7143,RETAIL,Tier 5
111780685.7143,RETAIL,Tier 5
83494971.4286,RETAIL,Tier 6
96494971.4286,RETAIL,Tier 6
36303542.8571,RETAIL,Tier 1
40589257.1429,RETAIL,Tier 6
23652114.2857,RETAIL,Tier 6
20666400.0,RETAIL,Tier 5
139332114.2857,RETAIL,Tier 1
139109257.1429,RETAIL,Tier 2
15474971.4286,RETAIL,Tier 5
39123542.8571,RETAIL,Tier 5
69837828.5714,RETAIL,Tier 2
63074971.4286,RETAIL,Tier 6
33360685.7143,RETAIL,Tier 6
64789257.1429,RETAIL,Tier 5
89360685.7143,RETAIL,Tier 6
108360685.7143,RETAIL,Tier 6
72789257.1429,RETAIL,Tier 6
25803542.8571,RETAIL,Tier 5
29374971.4286,RETAIL,Tier 6
88296400.0,RETAIL,Tier 5
61739257.1429,RETAIL,Tier 6
9946400.0,RETAIL,Tier 6
105817828.5714,RETAIL,Tier 6
28817828.5714,RETAIL,Tier 6
96310685.7143,RETAIL,Tier 5
115532114.2857,RETAIL,Tier 5
29403542.8571,RETAIL,Tier 5
115260685.7143,RETAIL,Tier 6
74560685.7143,RETAIL,Tier 6
103132114.2857,RETAIL,Tier 5
130417828.5714,RETAIL,Tier 6
7639257.1429,RETAIL,Tier 2
52703542.8571,RETAIL,Tier 6
52496400.0,RETAIL,Tier 5
3290685.7143,RETAIL,Tier 1
11653542.8571,RETAIL,Tier 5
43367828.5714,RETAIL,Tier 6
38224971.4286,RETAIL,Tier 5
30019257.1429,RETAIL,Tier 5
94667828.5714,RETAIL,Tier 5
87272257.1429,RETAIL,Tier 6
36524971.4286,RETAIL,Tier 5
67953542.8571,RETAIL,Tier 6
62524971.4286,RETAIL,Tier 1
66415114.2857,RETAIL,Tier 2
2415114.2857,RETAIL,Tier 6
46986542.8571,RETAIL,Tier 1
16682114.2857,RETAIL,Tier 5
103824971.4286,RETAIL,Tier 5
16002257.1429,RETAIL,Tier 6
109430828.5714,RETAIL,Tier 5
125982114.2857,RETAIL,Tier 6
111302257.1429,RETAIL,Tier 5
119282114.2857,RETAIL,Tier 5
49996400.0,RETAIL,Tier 6
82869257.1429,RETAIL,Tier 6
105773685.7143,RETAIL,Tier 6
27487971.4286,RETAIL,Tier 6
81987971.4286,RETAIL,Tier 5
106597828.5714,RETAIL,Tier 6
45717971.4286,RETAIL,Tier 5
135860828.5714,RETAIL,Tier 5
106326400.0,RETAIL,Tier 5
102875114.2857,RETAIL,Tier 6
83197828.5714,RETAIL,Tier 5
129054971.4286,RETAIL,Tier 6
26303685.7143,RETAIL,Tier 6
37912114.2857,RETAIL,Tier 6
132732257.1429,RETAIL,Tier 6
19957971.4286,RETAIL,Tier 6
70317971.4286,RETAIL,Tier 5
66497828.5714,RETAIL,Tier 5
72317971.4286,RETAIL,Tier 6
110889400.0,RETAIL,Tier 5
62640685.7143,RETAIL,Tier 6
115903685.7143,RETAIL,Tier 1
55940685.7143,RETAIL,Tier 5
29617971.4286,RETAIL,Tier 5
44083542.8571,RETAIL,Tier 6
65475114.2857,RETAIL,Tier 5
49797828.5714,RETAIL,Tier 5
49903685.7143,RETAIL,Tier 5
98632257.1429,RETAIL,Tier 5
133060828.5714,RETAIL,Tier 5
68669257.1429,RETAIL,Tier 5
137489400.0,RETAIL,Tier 5
24669257.1429,RETAIL,Tier 1
3254971.4286,RETAIL,Tier 5
118360828.5714,RETAIL,Tier 1
137969257.1429,RETAIL,Tier 5
101803685.7143,RETAIL,Tier 5
103375114.2857,RETAIL,Tier 6
140946542.8571,RETAIL,Tier 6
108983542.8571,RETAIL,Tier 6
72697828.5714,RETAIL,Tier 6
142386542.8571,RETAIL,Tier 6
139246542.8571,RETAIL,Tier 6
75140685.7143,RETAIL,Tier 1
36712114.2857,RETAIL,Tier 6
118569257.1429,RETAIL,Tier 2
108727828.5714,RETAIL,Tier 6
16975114.2857,RETAIL,Tier 2
103027828.5714,RETAIL,Tier 2
79742114.2857,RETAIL,Tier 1
115290828.5714,RETAIL,Tier 6
105290828.5714,RETAIL,Tier 5
53305114.2857,RETAIL,Tier 5
22162257.1429,RETAIL,Tier 6
8470685.7143,RETAIL,Tier 6
51019400.0,RETAIL,Tier 5
8747971.4286,RETAIL,Tier 6
10770685.7143,RETAIL,Tier 6
41890828.5714,RETAIL,Tier 2
27056400.0,RETAIL,Tier 6
66205114.2857,RETAIL,Tier 1
49205114.2857,RETAIL,Tier 6
16776542.8571,RETAIL,Tier 5
93919400.0,RETAIL,Tier 2
93257971.4286,RETAIL,Tier 6
115099257.1429,RETAIL,Tier 6
136527828.5714,RETAIL,Tier 5
68099257.1429,RETAIL,Tier 1
19670685.7143,RETAIL,Tier 1
