,CUSTOMER_ID,TRANSACTION_TYPE,QUARTER,TRANSACTION_AMOUNT
1686,6557288.5714,ONLINE,Q1 2024,2605.14
1687,6557288.5714,ONLINE,Q4 2023,2780.19
1688,6557288.5714,PHYSICAL,Q1 2024,21452.3
1689,6557288.5714,PHYSICAL,Q4 2023,8033.1
1690,6567374.2857,PHYSICAL,Q1 2024,4655.58
1691,6579101.4286,PHYSICAL,Q1 2024,20297.46
1692,6579101.4286,PHYSICAL,Q4 2023,6371.34
1693,6580330.0,PHYSICAL,Q1 2024,10020.29
1694,6580330.0,PHYSICAL,Q4 2023,23626.739999999998
1695,6594088.5714,PHYSICAL,Q1 2024,206.3
1696,6607300.0,PHYSICAL,Q1 2024,5490.19
1697,6625872.8571,PHYSICAL,Q4 2023,8648.65
1698,6631902.8571,PHYSICAL,Q1 2024,3800.75
1699,6631902.8571,PHYSICAL,Q4 2023,22755.37
1700,6669488.5714,ONLINE,Q1 2024,3057.13
1701,6669488.5714,ONLINE,Q4 2023,1437.68
1702,6679431.4286,PHYSICAL,Q1 2024,2416.57
1703,6679431.4286,PHYSICAL,Q4 2023,2814.54
1704,6687731.4286,ONLINE,Q1 2024,507.64
1705,6687731.4286,ONLINE,Q4 2023,299.66999999999996
1706,6689915.7143,PHYSICAL,Q1 2024,32811.54
1707,6689915.7143,PHYSICAL,Q4 2023,36123.96
1708,6694017.1429,PHYSICAL,Q1 2024,2841.35
1709,6694017.1429,PHYSICAL,Q4 2023,10710.41
1710,6718788.5714,PHYSICAL,Q4 2023,3136.34
1711,6722160.0,ONLINE,Q1 2024,20164.64
1712,6722160.0,PHYSICAL,Q1 2024,11139.949999999999
1713,6734101.4286,ONLINE,Q1 2024,1248.54
1714,6734101.4286,ONLINE,Q4 2023,1247.58
1715,6734101.4286,PHYSICAL,Q1 2024,566.34
1716,6739130.0,PHYSICAL,Q1 2024,28640.73
1717,6739130.0,PHYSICAL,Q4 2023,15501.39
1718,6742188.5714,PHYSICAL,Q1 2024,9360.95
1719,6742188.5714,PHYSICAL,Q4 2023,12358.619999999999
1720,6742787.1429,PHYSICAL,Q1 2024,5223.18
1721,6742787.1429,PHYSICAL,Q4 2023,7379.51
1722,6752987.1429,PHYSICAL,Q1 2024,6761.429999999999
1723,6752987.1429,PHYSICAL,Q4 2023,48349.08
1724,6789160.0,ONLINE,Q1 2024,99.13
1725,6789160.0,ONLINE,Q4 2023,672.9300000000001
1726,6797272.8571,ONLINE,Q1 2024,13843.81
1727,6797272.8571,ONLINE,Q4 2023,17846.42
1728,6797272.8571,PHYSICAL,Q1 2024,13934.42
1729,6797272.8571,PHYSICAL,Q4 2023,1501.77
1730,6812558.5714,PHYSICAL,Q4 2023,7310.64
1731,6813685.7143,PHYSICAL,Q4 2023,11209.6
1732,6824345.7143,ONLINE,Q1 2024,7299.64
1733,6824345.7143,ONLINE,Q4 2023,234.64
1734,6824345.7143,PHYSICAL,Q1 2024,2447.15
1735,6824345.7143,PHYSICAL,Q4 2023,68.47
1736,6843758.5714,PHYSICAL,Q1 2024,1155.94
1737,6843758.5714,PHYSICAL,Q4 2023,18457.25
1738,6863415.7143,PHYSICAL,Q4 2023,25.53
1739,6868745.7143,PHYSICAL,Q4 2023,2001.19
1740,6883774.2857,PHYSICAL,Q1 2024,575.32
1741,6888272.8571,ONLINE,Q1 2024,-0.51
1742,6888272.8571,PHYSICAL,Q1 2024,8716.49
1743,6888272.8571,PHYSICAL,Q4 2023,98.64
1744,6890174.2857,PHYSICAL,Q4 2023,172.07
1745,6893801.4286,PHYSICAL,Q1 2024,1741.6799999999998
1746,6893801.4286,PHYSICAL,Q4 2023,5528.58
1747,6894331.4286,ONLINE,Q1 2024,2537.82
1748,6899202.8571,ONLINE,Q1 2024,2359.9900000000002
1749,6899202.8571,ONLINE,Q4 2023,3303.56
1750,6899202.8571,PHYSICAL,Q1 2024,1474.41
1751,6899202.8571,PHYSICAL,Q4 2023,14411.68
1752,6907858.5714,PHYSICAL,Q4 2023,42182.54
1753,6938488.5714,ONLINE,Q1 2024,13894.19
1754,6938488.5714,ONLINE,Q4 2023,14942.96
1755,6938488.5714,PHYSICAL,Q1 2024,330.89
1756,6938488.5714,PHYSICAL,Q4 2023,2622.71
1757,6944760.0,PHYSICAL,Q1 2024,3733.04
1758,6944760.0,PHYSICAL,Q4 2023,8674.65
1759,6948958.5714,PHYSICAL,Q1 2024,10545.34
1760,6948958.5714,PHYSICAL,Q4 2023,10333.66
1761,6951731.4286,PHYSICAL,Q1 2024,5144.92
1762,6956000.0,ONLINE,Q1 2024,41360.56
1763,6956000.0,ONLINE,Q4 2023,98413.99
1764,6956000.0,PHYSICAL,Q1 2024,4376.99
1765,6956000.0,PHYSICAL,Q4 2023,15103.23
1766,6957630.0,PHYSICAL,Q4 2023,450.17
1767,6963588.5714,ONLINE,Q1 2024,1646.3400000000001
1768,6963588.5714,ONLINE,Q4 2023,1648.83
1769,6970931.4286,ONLINE,Q1 2024,623.63
1770,6970931.4286,ONLINE,Q4 2023,1832.4099999999999
1771,6970931.4286,PHYSICAL,Q1 2024,1797.0500000000002
1772,6970931.4286,PHYSICAL,Q4 2023,6458.62
1773,6993658.5714,PHYSICAL,Q1 2024,267.85
1774,6993658.5714,PHYSICAL,Q4 2023,5459.17
1775,7014601.4286,PHYSICAL,Q1 2024,3797.98
1776,7014601.4286,PHYSICAL,Q4 2023,2511.82
1777,7020957.1429,PHYSICAL,Q1 2024,11408.1
1778,7020957.1429,PHYSICAL,Q4 2023,2959.71
1779,7043244.2857,ONLINE,Q1 2024,310.75
1780,7043244.2857,PHYSICAL,Q1 2024,4376.75
1781,7043244.2857,PHYSICAL,Q4 2023,20828.3
1782,7043915.7143,PHYSICAL,Q4 2023,2308.69
1783,7046602.8571,ONLINE,Q1 2024,3953.84
1784,7046602.8571,ONLINE,Q4 2023,2466.42
1785,7046602.8571,PHYSICAL,Q1 2024,7083.55
1786,7046602.8571,PHYSICAL,Q4 2023,56519.93
1787,7055258.5714,ONLINE,Q1 2024,16851.04
1788,7055258.5714,ONLINE,Q4 2023,6171.97
1789,7055258.5714,PHYSICAL,Q1 2024,1056.6799999999998
1790,7055258.5714,PHYSICAL,Q4 2023,8692.86
1791,7061031.4286,PHYSICAL,Q1 2024,398.82
1792,7061031.4286,PHYSICAL,Q4 2023,537.56
1793,7061572.8571,PHYSICAL,Q1 2024,7362.83
1794,7061572.8571,PHYSICAL,Q4 2023,26269.02
1795,7078302.8571,PHYSICAL,Q1 2024,1988.98
1796,7078302.8571,PHYSICAL,Q4 2023,9137.3
1797,7085802.8571,PHYSICAL,Q1 2024,2068.28
1798,7085802.8571,PHYSICAL,Q4 2023,2473.32
1799,7089374.2857,ONLINE,Q1 2024,393.59000000000003
1800,7089374.2857,PHYSICAL,Q1 2024,1012.11
1801,7092060.0,ONLINE,Q1 2024,441.93
1802,7092060.0,ONLINE,Q4 2023,13434.11
1803,7092060.0,PHYSICAL,Q1 2024,2471.3
1804,7092060.0,PHYSICAL,Q4 2023,22159.39
1805,7096344.2857,PHYSICAL,Q4 2023,1731.8
1806,7097631.4286,ONLINE,Q1 2024,13594.3
1807,7104002.8571,PHYSICAL,Q4 2023,665.99
1808,7108017.1429,ONLINE,Q1 2024,36244.1
1809,7108017.1429,ONLINE,Q4 2023,71379.34
1810,7112788.5714,PHYSICAL,Q1 2024,46.57
1811,7112788.5714,PHYSICAL,Q4 2023,1123.78
1812,7113188.5714,PHYSICAL,Q1 2024,2050.1
1813,7118800.0,PHYSICAL,Q1 2024,72386.25
1814,7118800.0,PHYSICAL,Q4 2023,80146.39
1815,7125760.0,PHYSICAL,Q4 2023,400.34000000000003
1816,7130902.8571,PHYSICAL,Q1 2024,3066.24
1817,7130902.8571,PHYSICAL,Q4 2023,2758.1
1818,7138302.8571,PHYSICAL,Q1 2024,8265.16
1819,7138302.8571,PHYSICAL,Q4 2023,6778.87
1820,7141558.5714,PHYSICAL,Q1 2024,6144.66
1821,7156617.1429,PHYSICAL,Q1 2024,34570.65
1822,7156617.1429,PHYSICAL,Q4 2023,42021.49
1823,7162485.7143,PHYSICAL,Q1 2024,6645.04
1824,7162485.7143,PHYSICAL,Q4 2023,18353.46
1825,7165544.2857,PHYSICAL,Q4 2023,514.84
1826,7172487.1429,ONLINE,Q1 2024,569.15
1827,7172487.1429,PHYSICAL,Q1 2024,298.93
1828,7177915.7143,PHYSICAL,Q1 2024,12535.52
1829,7179514.2857,PHYSICAL,Q1 2024,28463.82
1830,7179514.2857,PHYSICAL,Q4 2023,5263.54
1831,7192885.7143,PHYSICAL,Q4 2023,67585.2
1832,7198371.4286,PHYSICAL,Q1 2024,15368.25
1833,7198371.4286,PHYSICAL,Q4 2023,1882.2
1834,7198374.2857,PHYSICAL,Q1 2024,284.57
1835,7198474.2857,PHYSICAL,Q1 2024,18774.66
1836,7198474.2857,PHYSICAL,Q4 2023,72040.03
1837,7212844.2857,PHYSICAL,Q1 2024,7132.3099999999995
1838,7212844.2857,PHYSICAL,Q4 2023,12655.74
1839,7217585.7143,PHYSICAL,Q1 2024,8752.630000000001
1840,7217585.7143,PHYSICAL,Q4 2023,7680.92
1841,7218428.5714,PHYSICAL,Q1 2024,11928.529999999999
1842,7221231.4286,PHYSICAL,Q1 2024,1000.27
1843,7222345.7143,PHYSICAL,Q1 2024,8267.86
1844,7222345.7143,PHYSICAL,Q4 2023,4581.78
1845,7222458.5714,PHYSICAL,Q4 2023,3659.36
1846,7225302.8571,PHYSICAL,Q1 2024,7840.34
1847,7225302.8571,PHYSICAL,Q4 2023,7028.62
1848,7226701.4286,PHYSICAL,Q4 2023,15824.73
1849,7229602.8571,PHYSICAL,Q1 2024,1110.63
1850,7229602.8571,PHYSICAL,Q4 2023,55.3
1851,7231060.0,PHYSICAL,Q1 2024,7791.96
1852,7231060.0,PHYSICAL,Q4 2023,7876.280000000001
1853,7233217.1429,PHYSICAL,Q4 2023,528.84
1854,7235371.4286,PHYSICAL,Q1 2024,1900.57
1855,7238502.8571,ONLINE,Q1 2024,13059.35
1856,7238502.8571,ONLINE,Q4 2023,37298.08
1857,7238502.8571,PHYSICAL,Q1 2024,3414.84
1858,7238502.8571,PHYSICAL,Q4 2023,2902.55
1859,7250315.7143,ONLINE,Q4 2023,12291.630000000001
1860,7254917.1429,PHYSICAL,Q1 2024,369.55
1861,7254917.1429,PHYSICAL,Q4 2023,594.34
1862,7260345.7143,ONLINE,Q4 2023,255.5
1863,7260345.7143,PHYSICAL,Q4 2023,1486.56
1864,7265717.1429,PHYSICAL,Q1 2024,1844.51
1865,7265717.1429,PHYSICAL,Q4 2023,11349.6
1866,7270645.7143,PHYSICAL,Q1 2024,39381.63
1867,7270645.7143,PHYSICAL,Q4 2023,17529.31
1868,7274815.7143,PHYSICAL,Q1 2024,1110.77
1869,7274815.7143,PHYSICAL,Q4 2023,4091.31
1870,7292331.4286,ONLINE,Q1 2024,447.23
1871,7292331.4286,ONLINE,Q4 2023,405.68
1872,7292331.4286,PHYSICAL,Q1 2024,5411.4
1873,7292331.4286,PHYSICAL,Q4 2023,1670.35
1874,7293187.1429,PHYSICAL,Q4 2023,6643.48
1875,7296772.8571,PHYSICAL,Q1 2024,1753.56
1876,7296772.8571,PHYSICAL,Q4 2023,7502.42
1877,7298400.0,PHYSICAL,Q1 2024,5000.16
1878,7298400.0,PHYSICAL,Q4 2023,17250.71
1879,7303415.7143,PHYSICAL,Q1 2024,1397.49
1880,7303415.7143,PHYSICAL,Q4 2023,12202.56
1881,7321888.5714,PHYSICAL,Q1 2024,2090.9
1882,7321888.5714,PHYSICAL,Q4 2023,14999.43
1883,7328871.4286,PHYSICAL,Q1 2024,1237.66
1884,7328871.4286,PHYSICAL,Q4 2023,6953.77
1885,7330444.2857,PHYSICAL,Q1 2024,64595.43
1886,7330444.2857,PHYSICAL,Q4 2023,62662.17
1887,7335400.0,PHYSICAL,Q4 2023,2648.33
1888,7335488.5714,PHYSICAL,Q1 2024,7003.16
1889,7335488.5714,PHYSICAL,Q4 2023,19253.57
1890,7338431.4286,ONLINE,Q1 2024,27541.09
1891,7338431.4286,ONLINE,Q4 2023,5166.78
1892,7338431.4286,PHYSICAL,Q4 2023,4237.07
1893,7348087.1429,ONLINE,Q1 2024,26174.15
1894,7348087.1429,ONLINE,Q4 2023,36075.64
1895,7349272.8571,PHYSICAL,Q1 2024,2718.63
1896,7349272.8571,PHYSICAL,Q4 2023,1985.9699999999998
1897,7393288.5714,ONLINE,Q1 2024,3.0
1898,7393288.5714,ONLINE,Q4 2023,1411.85
1899,7393288.5714,PHYSICAL,Q1 2024,44.5
1900,7393288.5714,PHYSICAL,Q4 2023,3526.68
1901,7396701.4286,PHYSICAL,Q1 2024,588.32
1902,7407031.4286,ONLINE,Q4 2023,52574.42
1903,7407031.4286,PHYSICAL,Q1 2024,20241.96
1904,7407031.4286,PHYSICAL,Q4 2023,19749.09
1905,7410344.2857,ONLINE,Q1 2024,11775.02
1906,7410344.2857,ONLINE,Q4 2023,14275.73
1907,7410344.2857,PHYSICAL,Q1 2024,8805.28
1908,7410344.2857,PHYSICAL,Q4 2023,2086.34
1909,7419672.8571,PHYSICAL,Q1 2024,5351.07
1910,7419672.8571,PHYSICAL,Q4 2023,5137.139999999999
1911,7425772.8571,PHYSICAL,Q1 2024,2381.31
1912,7425772.8571,PHYSICAL,Q4 2023,20916.53
1913,7430717.1429,PHYSICAL,Q1 2024,2457.51
1914,7431644.2857,PHYSICAL,Q1 2024,4761.04
1915,7431644.2857,PHYSICAL,Q4 2023,35989.8
1916,7449588.5714,PHYSICAL,Q4 2023,1111.11
1917,7449700.0,PHYSICAL,Q1 2024,4333.01
1918,7457557.1429,ONLINE,Q1 2024,200.03
1919,7457557.1429,ONLINE,Q4 2023,15413.06
1920,7457557.1429,PHYSICAL,Q1 2024,920.24
1921,7457557.1429,PHYSICAL,Q4 2023,39739.57
1922,7478472.8571,PHYSICAL,Q4 2023,11465.37
1923,7479542.8571,PHYSICAL,Q4 2023,1723.3200000000002
1924,7486145.7143,ONLINE,Q1 2024,1585.25
1925,7486145.7143,ONLINE,Q4 2023,3334.63
1926,7488428.5714,PHYSICAL,Q1 2024,220.69
1927,7488428.5714,PHYSICAL,Q4 2023,208.11
1928,7488744.2857,PHYSICAL,Q1 2024,53333.9
1929,7488744.2857,PHYSICAL,Q4 2023,72957.12
1930,7497902.8571,ONLINE,Q1 2024,1176.78
1931,7497902.8571,PHYSICAL,Q1 2024,46758.75
1932,7497902.8571,PHYSICAL,Q4 2023,37263.12
1933,7502471.4286,PHYSICAL,Q1 2024,54752.79
1934,7502471.4286,PHYSICAL,Q4 2023,71407.72
1935,7506787.1429,PHYSICAL,Q4 2023,15037.19
1936,7509760.0,ONLINE,Q1 2024,3042.94
1937,7509760.0,ONLINE,Q4 2023,8124.82
1938,7509760.0,PHYSICAL,Q1 2024,2516.71
1939,7509760.0,PHYSICAL,Q4 2023,6160.5
1940,7510860.0,PHYSICAL,Q1 2024,1411.96
1941,7519430.0,PHYSICAL,Q1 2024,17020.12
1942,7519430.0,PHYSICAL,Q4 2023,14080.51
1943,7531517.1429,PHYSICAL,Q1 2024,124.7
1944,7531517.1429,PHYSICAL,Q4 2023,101.43
1945,7544288.5714,PHYSICAL,Q1 2024,5704.7
1946,7544288.5714,PHYSICAL,Q4 2023,631.25
1947,7545930.0,PHYSICAL,Q1 2024,4999.14
1948,7546171.4286,ONLINE,Q1 2024,31806.46
1949,7546171.4286,ONLINE,Q4 2023,29298.559999999998
1950,7546171.4286,PHYSICAL,Q1 2024,41552.54
1951,7546171.4286,PHYSICAL,Q4 2023,14678.7
1952,7553345.7143,PHYSICAL,Q1 2024,387.81
1953,7586174.2857,PHYSICAL,Q1 2024,828.25
1954,7586174.2857,PHYSICAL,Q4 2023,2500.9700000000003
1955,7587928.5714,ONLINE,Q1 2024,1200.88
1956,7587928.5714,ONLINE,Q4 2023,1198.4099999999999
1957,7587928.5714,PHYSICAL,Q1 2024,48788.73
1958,7587928.5714,PHYSICAL,Q4 2023,124994.17
1959,7602145.7143,ONLINE,Q4 2023,2506.24
1960,7602145.7143,PHYSICAL,Q4 2023,7128.29
1961,7604842.8571,PHYSICAL,Q1 2024,76588.23999999999
1962,7604842.8571,PHYSICAL,Q4 2023,107913.13
1963,7607728.5714,PHYSICAL,Q4 2023,5465.8
1964,7613774.2857,ONLINE,Q4 2023,1024.53
1965,7613774.2857,PHYSICAL,Q1 2024,24342.78
1966,7613774.2857,PHYSICAL,Q4 2023,10111.12
1967,7615788.5714,ONLINE,Q1 2024,2745.59
1968,7615788.5714,ONLINE,Q4 2023,742.8699999999999
1969,7615788.5714,PHYSICAL,Q1 2024,498.47
1970,7615788.5714,PHYSICAL,Q4 2023,3972.01
1971,7615887.1429,PHYSICAL,Q1 2024,17490.81
1972,7615887.1429,PHYSICAL,Q4 2023,2098.55
1973,7616601.4286,PHYSICAL,Q1 2024,80579.21
1974,7616601.4286,PHYSICAL,Q4 2023,3037.28
1975,7623717.1429,ONLINE,Q1 2024,34951.67
1976,7623717.1429,ONLINE,Q4 2023,14793.369999999999
1977,7624687.1429,PHYSICAL,Q1 2024,1998.4
1978,7624687.1429,PHYSICAL,Q4 2023,3842.3900000000003
1979,7628088.5714,ONLINE,Q1 2024,32.48
1980,7645842.8571,PHYSICAL,Q1 2024,3477.13
1981,7645842.8571,PHYSICAL,Q4 2023,73933.87999999999
1982,7655717.1429,ONLINE,Q1 2024,1.57
1983,7655717.1429,PHYSICAL,Q1 2024,5456.97
1984,7655717.1429,PHYSICAL,Q4 2023,11348.28
1985,7659915.7143,PHYSICAL,Q1 2024,2943.17
1986,7659915.7143,PHYSICAL,Q4 2023,2799.43
1987,7661558.5714,ONLINE,Q1 2024,8.93
1988,7661558.5714,ONLINE,Q4 2023,161.14
1989,7661558.5714,PHYSICAL,Q1 2024,648.04
1990,7661558.5714,PHYSICAL,Q4 2023,1560.42
1991,7663144.2857,ONLINE,Q1 2024,199.19
1992,7666415.7143,ONLINE,Q1 2024,742.7
1993,7680360.0,PHYSICAL,Q1 2024,814.55
1994,7688957.1429,PHYSICAL,Q1 2024,29447.760000000002
1995,7688957.1429,PHYSICAL,Q4 2023,57759.78
1996,7692957.1429,PHYSICAL,Q4 2023,17742.75
1997,7694744.2857,PHYSICAL,Q1 2024,113917.13
1998,7694744.2857,PHYSICAL,Q4 2023,68239.08
1999,7695844.2857,ONLINE,Q1 2024,4339.42
2000,7695844.2857,ONLINE,Q4 2023,3464.39
2001,7695844.2857,PHYSICAL,Q1 2024,178.99
2002,7695844.2857,PHYSICAL,Q4 2023,4031.6
2003,7695972.8571,PHYSICAL,Q1 2024,1603.82
2004,7695972.8571,PHYSICAL,Q4 2023,39023.45
2005,7700844.2857,PHYSICAL,Q1 2024,209.08
2006,7703502.8571,PHYSICAL,Q4 2023,39.0
2007,7706042.8571,PHYSICAL,Q1 2024,20981.4
2008,7706042.8571,PHYSICAL,Q4 2023,8409.48
2009,7710214.2857,PHYSICAL,Q4 2023,4579.450000000001
2010,7712774.2857,PHYSICAL,Q1 2024,788.55
2011,7713857.1429,ONLINE,Q1 2024,4536.77
2012,7713857.1429,PHYSICAL,Q1 2024,7512.58
2013,7713857.1429,PHYSICAL,Q4 2023,8305.19
2014,7716645.7143,PHYSICAL,Q4 2023,4321.379999999999
2015,7731258.5714,PHYSICAL,Q1 2024,11498.43
2016,7731258.5714,PHYSICAL,Q4 2023,9553.130000000001
2017,7739271.4286,PHYSICAL,Q1 2024,4308.82
2018,7739271.4286,PHYSICAL,Q4 2023,1448.26
2019,7741072.8571,PHYSICAL,Q1 2024,2821.54
2020,7741072.8571,PHYSICAL,Q4 2023,3953.31
2021,7766060.0,PHYSICAL,Q1 2024,12158.67
2022,7766060.0,PHYSICAL,Q4 2023,3289.41
2023,7770244.2857,PHYSICAL,Q1 2024,24316.440000000002
2024,7770244.2857,PHYSICAL,Q4 2023,46163.67
2025,7775701.4286,PHYSICAL,Q1 2024,56960.119999999995
2026,7775701.4286,PHYSICAL,Q4 2023,23045.73
2027,7778815.7143,PHYSICAL,Q1 2024,238.37
2028,7778874.2857,ONLINE,Q4 2023,12422.03
2029,7790244.2857,PHYSICAL,Q4 2023,4028.09
2030,7792101.4286,ONLINE,Q1 2024,26969.39
2031,7792101.4286,PHYSICAL,Q1 2024,8154.969999999999
2032,7792101.4286,PHYSICAL,Q4 2023,47245.03
2033,7797815.7143,ONLINE,Q1 2024,38531.93
2034,7797815.7143,ONLINE,Q4 2023,33474.54
2035,7797815.7143,PHYSICAL,Q1 2024,4403.86
2036,7797815.7143,PHYSICAL,Q4 2023,5214.63
2037,7801285.7143,PHYSICAL,Q4 2023,667.3000000000001
2038,7806802.8571,PHYSICAL,Q1 2024,13896.24
2039,7809174.2857,PHYSICAL,Q4 2023,8109.62
2040,7809860.0,PHYSICAL,Q1 2024,1000.3
2041,7809860.0,PHYSICAL,Q4 2023,3176.1099999999997
2042,7836474.2857,PHYSICAL,Q1 2024,1634.19
2043,7858530.0,PHYSICAL,Q1 2024,588.37
2044,7858530.0,PHYSICAL,Q4 2023,1593.6000000000001
2045,7862544.2857,ONLINE,Q1 2024,214.6
2046,7862544.2857,PHYSICAL,Q1 2024,1555.9
2047,7862544.2857,PHYSICAL,Q4 2023,954.67
2048,7876972.8571,ONLINE,Q1 2024,246.22
2049,7876972.8571,ONLINE,Q4 2023,4020.31
2050,7876972.8571,PHYSICAL,Q4 2023,4215.31
2051,7878387.1429,ONLINE,Q1 2024,50.78
2052,7879801.4286,ONLINE,Q1 2024,0.8300000000000001
2053,7879801.4286,ONLINE,Q4 2023,32.57
2054,7879801.4286,PHYSICAL,Q4 2023,1493.15
2055,7931700.0,PHYSICAL,Q1 2024,7978.79
2056,7943288.5714,PHYSICAL,Q1 2024,22744.87
2057,7943288.5714,PHYSICAL,Q4 2023,21971.85
2058,7947374.2857,PHYSICAL,Q1 2024,1776.66
2059,7958431.4286,ONLINE,Q4 2023,17998.48
2060,7958431.4286,PHYSICAL,Q1 2024,22712.190000000002
2061,7958431.4286,PHYSICAL,Q4 2023,25745.55
2062,7966972.8571,PHYSICAL,Q1 2024,50065.1
2063,7966972.8571,PHYSICAL,Q4 2023,51422.56
2064,7980815.7143,PHYSICAL,Q1 2024,147.96
2065,7995460.0,PHYSICAL,Q1 2024,80.03
2066,7995460.0,PHYSICAL,Q4 2023,427.23
2067,8001360.0,PHYSICAL,Q4 2023,15087.21
2068,8012202.8571,PHYSICAL,Q1 2024,280.24
2069,8012202.8571,PHYSICAL,Q4 2023,901.78
2070,8019902.8571,PHYSICAL,Q1 2024,2208.49
2071,8047501.4286,PHYSICAL,Q1 2024,759.79
2072,8047501.4286,PHYSICAL,Q4 2023,699.98
2073,8048930.0,PHYSICAL,Q1 2024,16.32
2074,8077672.8571,PHYSICAL,Q1 2024,10890.39
2075,8077672.8571,PHYSICAL,Q4 2023,9149.07
2076,8087042.8571,PHYSICAL,Q4 2023,7835.02
2077,8091215.7143,PHYSICAL,Q1 2024,9131.23
2078,8091215.7143,PHYSICAL,Q4 2023,4805.85
2079,8092145.7143,PHYSICAL,Q1 2024,2882.39
2080,8092145.7143,PHYSICAL,Q4 2023,6995.67
2081,8093317.1429,ONLINE,Q1 2024,8999.18
2082,8093317.1429,ONLINE,Q4 2023,8999.48
2083,8093317.1429,PHYSICAL,Q1 2024,14428.45
2084,8093317.1429,PHYSICAL,Q4 2023,5807.91
2085,8099801.4286,ONLINE,Q1 2024,385.13
2086,8099801.4286,ONLINE,Q4 2023,387.06
2087,8099801.4286,PHYSICAL,Q1 2024,104749.43
2088,8099801.4286,PHYSICAL,Q4 2023,81584.53
2089,8102215.7143,PHYSICAL,Q1 2024,710.47
2090,8102630.0,PHYSICAL,Q1 2024,7581.71
2091,8102630.0,PHYSICAL,Q4 2023,919.74
2092,8105671.4286,ONLINE,Q1 2024,2931.5400000000004
2093,8105671.4286,PHYSICAL,Q1 2024,11218.47
2094,8105671.4286,PHYSICAL,Q4 2023,4987.42
2095,8109074.2857,PHYSICAL,Q1 2024,926.69
2096,8110985.7143,PHYSICAL,Q1 2024,1309.46
2097,8110985.7143,PHYSICAL,Q4 2023,4391.28
2098,8120715.7143,ONLINE,Q1 2024,598.44
2099,8120715.7143,ONLINE,Q4 2023,5979.61
2100,8120715.7143,PHYSICAL,Q1 2024,78776.76
2101,8120715.7143,PHYSICAL,Q4 2023,69039.24
2102,8122515.7143,PHYSICAL,Q4 2023,2462.37
2103,8125360.0,ONLINE,Q1 2024,6982.07
2104,8125360.0,PHYSICAL,Q1 2024,6786.29
2105,8126144.2857,ONLINE,Q1 2024,4385.450000000001
2106,8126144.2857,ONLINE,Q4 2023,1528.23
2107,8126144.2857,PHYSICAL,Q4 2023,1841.13
2108,8128285.7143,PHYSICAL,Q1 2024,1176.03
2109,8128285.7143,PHYSICAL,Q4 2023,7272.18
2110,8129917.1429,ONLINE,Q1 2024,775.86
2111,8129917.1429,ONLINE,Q4 2023,772.35
2112,8129917.1429,PHYSICAL,Q4 2023,7089.1900000000005
2113,8156172.8571,ONLINE,Q1 2024,15586.29
2114,8156172.8571,PHYSICAL,Q1 2024,47039.630000000005
2115,8174415.7143,PHYSICAL,Q1 2024,498.77
2116,8174415.7143,PHYSICAL,Q4 2023,2496.19
2117,8177231.4286,PHYSICAL,Q1 2024,588.59
2118,8177231.4286,PHYSICAL,Q4 2023,843.64
2119,8178588.5714,PHYSICAL,Q1 2024,1705.04
2120,8178588.5714,PHYSICAL,Q4 2023,5696.2699999999995
2121,8179331.4286,ONLINE,Q1 2024,3957.27
2122,8179331.4286,ONLINE,Q4 2023,1197.93
2123,8185288.5714,PHYSICAL,Q4 2023,535.43
2124,8210058.5714,PHYSICAL,Q1 2024,13538.17
2125,8210058.5714,PHYSICAL,Q4 2023,18037.59
2126,8215731.4286,PHYSICAL,Q1 2024,22838.47
2127,8215731.4286,PHYSICAL,Q4 2023,20982.489999999998
2128,8218874.2857,PHYSICAL,Q1 2024,101160.66
2129,8218874.2857,PHYSICAL,Q4 2023,38074.07
2130,8227458.5714,PHYSICAL,Q4 2023,13824.17
2131,8228330.0,PHYSICAL,Q4 2023,4128.09
2132,8252372.8571,PHYSICAL,Q1 2024,2998.81
2133,8252372.8571,PHYSICAL,Q4 2023,9000.6
2134,8264487.1429,ONLINE,Q1 2024,67437.84999999999
2135,8264487.1429,ONLINE,Q4 2023,25371.35
2136,8264487.1429,PHYSICAL,Q1 2024,5272.65
2137,8264487.1429,PHYSICAL,Q4 2023,10349.22
2138,8269931.4286,PHYSICAL,Q4 2023,2548.88
2139,8275644.2857,PHYSICAL,Q1 2024,49200.15
2140,8275644.2857,PHYSICAL,Q4 2023,30931.32
2141,8282515.7143,PHYSICAL,Q1 2024,17852.25
2142,8292931.4286,ONLINE,Q4 2023,2244.03
2143,8292931.4286,PHYSICAL,Q4 2023,2159.21
2144,8306001.4286,ONLINE,Q1 2024,48435.31
2145,8306001.4286,ONLINE,Q4 2023,40204.56
2146,8306001.4286,PHYSICAL,Q1 2024,2252.52
2147,8313317.1429,PHYSICAL,Q4 2023,2117.67
2148,8317542.8571,PHYSICAL,Q1 2024,1368.02
2149,8317542.8571,PHYSICAL,Q4 2023,3358.45
2150,8318631.4286,PHYSICAL,Q1 2024,2987.77
2151,8318631.4286,PHYSICAL,Q4 2023,1634.39
2152,8325901.4286,ONLINE,Q1 2024,77437.77
2153,8325901.4286,ONLINE,Q4 2023,69492.29
2154,8325901.4286,PHYSICAL,Q1 2024,47106.28
2155,8325901.4286,PHYSICAL,Q4 2023,23984.78
2156,8328502.8571,PHYSICAL,Q1 2024,7756.25
