CUSTOMER_ID,BANK_TENURE,SEC,DIGITAL_INDICATOR,CUSTOMER_LOCATION,AGE,GENDER,EDUCATION,MONTHLY_INCOME,QUARTER,TRANSACTION_AMOUNT_DEBIT,TRANSACTION_AMOUNT_CC,TRANSACTION_AMOUNT_IBFT,AUTO_LOAN_INDICATOR,HOUSING_LOAN_INDICATOR,SAVINGS_ACCOUNT_INDICATOR,CUSTOMER_SEGMENT,TOTAL_BALANCE,CURRENT_MONTH_BILLING,PREVIOUS_MONTH_BILLING,REVOLVING_BALANCE,LOAN_BEHAVIOR,LOAN_AMOUNT
21243115.7143,7.65,3,1,REGION X (NORTHERN MINDANAO),35.96,0.0,2,40184.12,Q1 2024,4931.700000000001,97511.03,10696.99,0,0,3,6,83666.0,20000.17,2812.57,0.17,3,59000.85
21243115.7143,7.65,3,1,REGION X (NORTHERN MINDANAO),35.96,0.0,2,40184.12,Q4 2023,1446.04,38137.33,54703.7,0,0,3,6,83666.0,20000.17,2812.57,0.17,3,59000.85
21404587.1429,14.36,7,1,REGION VI (WESTERN VISAYAS),45.39,0.0,2,269834.86,Q1 2024,8171.44,178998.38,146360.53,3,0,3,3,1.61,1.61,1.61,1.61,3,401099.11
21404587.1429,14.36,7,1,REGION VI (WESTERN VISAYAS),45.39,0.0,2,269834.86,Q4 2023,27889.32,125430.95999999999,192029.05,3,0,3,3,1.61,1.61,1.61,1.61,3,401099.11
21532401.4286,8.02,3,1,NATIONAL CAPITAL REGION,48.78,0.0,1,42293.16,Q4 2023,4109.21,56703.96,118601.48,0,0,3,6,180124.67,13850.48,83891.6,66953.91,3,50000.03
21532401.4286,8.02,3,1,NATIONAL CAPITAL REGION,48.78,0.0,1,42293.16,Q1 2024,16673.62,64062.33,31497.170000000002,0,0,3,6,180124.67,13850.48,83891.6,66953.91,3,50000.03
21826628.5714,21.64,7,1,REGION IV-A (CALABARZON),56.43,1.0,3,499999.43,Q1 2024,39678.06,24693.21,778132.16,0,3,3,3,-0.46,-0.46,-0.46,-0.46,3,4120527.18
21826628.5714,21.64,7,1,REGION IV-A (CALABARZON),56.43,1.0,3,499999.43,Q4 2023,40449.26,105666.04000000001,346020.82,0,3,3,3,-0.46,-0.46,-0.46,-0.46,3,4120527.18
21867400.0,13.92,7,1,NATIONAL CAPITAL REGION,36.9,1.0,2,234785.33,Q4 2023,696.39,7927.06,1501.02,3,0,3,3,1501.35,8819.6,-1.65,-1.65,3,1075249.8
22439444.2857,11.14,5,1,REGION VI (WESTERN VISAYAS),34.48,0.0,2,99994.4,Q1 2024,4034.11,183219.16,19999.13,0,0,3,5,151200.22,23354.34,36391.21,-0.46,3,54999.7
22839401.4286,8.41,4,1,REGION VI (WESTERN VISAYAS),47.09,0.0,3,76652.78,Q4 2023,7843.79,6532.04,9867.960000000001,0,0,3,6,132267.33,3603.55,134355.4,135834.96,3,30000.58
23043400.0,15.18,4,1,NATIONAL CAPITAL REGION,40.3,0.0,2,62845.86,Q1 2024,584.82,7370.2,21528.66,0,0,3,6,115344.47,2170.49,65736.84,64971.81,3,15001.05
23043400.0,15.18,4,1,NATIONAL CAPITAL REGION,40.3,0.0,2,62845.86,Q4 2023,139.43,8084.25,24578.6,0,0,3,6,115344.47,2170.49,65736.84,64971.81,3,15001.05
23236271.4286,14.01,7,1,NATIONAL CAPITAL REGION,34.33,1.0,2,513766.43,Q1 2024,3739.42,261255.19999999998,36460.52,3,0,3,3,-0.08,-0.08,-0.08,-0.08,3,1510401.9
23324058.5714,9.86,7,1,REGION VII (CENTRAL VISAYAS),31.53,1.0,2,287958.49,Q1 2024,4999.860000000001,336909.91,362899.42,0,3,3,2,159383.7,119917.01,41588.6,-0.25,3,1600002.46
23451414.2857,13.73,6,1,REGION X (NORTHERN MINDANAO),39.65,1.0,2,184498.94,Q1 2024,1247.87,3945.93,154999.48,0,0,3,5,107809.91,-0.49,106998.9,115366.51,3,85002.0
23451414.2857,13.73,6,1,REGION X (NORTHERN MINDANAO),39.65,1.0,2,184498.94,Q4 2023,1246.86,13884.01,100998.44,0,0,3,5,107809.91,-0.49,106998.9,115366.51,3,85002.0
24282515.7143,9.93,6,1,NATIONAL CAPITAL REGION,46.14,1.0,2,163171.59,Q4 2023,11988.55,43853.81,31467.32,3,0,3,5,-1.04,-1.04,-1.04,-1.04,3,1010650.07
24511745.7143,4.35,4,1,REGION I (ILOCOS REGION),31.27,0.0,2,72416.07,Q1 2024,875.99,76698.7,32985.96,3,0,3,5,-0.77,-0.77,-0.77,-0.77,3,703800.34
24511745.7143,4.35,4,1,REGION I (ILOCOS REGION),31.27,0.0,2,72416.07,Q4 2023,30320.0,96929.47,64834.64,3,0,3,5,-0.77,-0.77,-0.77,-0.77,3,703800.34
24564985.7143,14.45,5,1,NATIONAL CAPITAL REGION,29.91,1.0,1,111959.43,Q1 2024,12133.4,8730.58,5875.59,0,0,3,6,0.32,0.32,0.32,0.32,3,99998.12
25226874.2857,4.69,5,1,REGION IV-A (CALABARZON),40.23,0.0,2,87157.97,Q4 2023,2931.25,22953.56,10003.84,0,0,3,5,-0.56,-0.56,-0.56,-0.56,3,44998.84
25253002.8571,7.54,5,1,NATIONAL CAPITAL REGION,35.61,1.0,2,110765.53,Q4 2023,1475.4199999999998,53656.38,59200.32,3,0,3,6,1834.82,12237.41,5181.96,0.98,3,561850.11
25456272.8571,7.36,3,1,NATIONAL CAPITAL REGION,49.78,0.0,2,38675.59,Q1 2024,1828.75,5256.0199999999995,28535.4,0,0,3,6,0.83,0.83,0.83,0.83,3,49999.04
25456272.8571,7.36,3,1,NATIONAL CAPITAL REGION,49.78,0.0,2,38675.59,Q4 2023,9398.86,1630.15,56250.08,0,0,3,6,0.83,0.83,0.83,0.83,3,49999.04
25608744.2857,11.17,6,1,NATIONAL CAPITAL REGION,33.9,0.0,2,182519.89,Q4 2023,1371.58,17559.74,23999.78,3,0,3,5,4901.02,6206.72,2935.19,1.1,3,529550.75
25942415.7143,5.57,5,1,REGION IV-A (CALABARZON),33.26,0.0,3,86999.26,Q1 2024,6708.3,19112.66,10401.109999999999,0,0,3,2,0.18,0.18,0.18,0.18,3,90000.85
26013160.0,5.79,7,1,REGION V (BICOL REGION),27.77,0.0,2,279032.43,Q4 2023,6096.48,9885.26,299589.83999999997,0,0,3,6,146137.39,6421.52,120677.5,119463.37,3,100001.18
26150814.2857,16.62,7,1,REGION VI (WESTERN VISAYAS),41.72,0.0,2,682889.94,Q1 2024,101061.86,38388.6,225929.47,3,0,3,2,-0.27,-0.27,-0.27,-0.27,3,584799.33
26150814.2857,16.62,7,1,REGION VI (WESTERN VISAYAS),41.72,0.0,2,682889.94,Q4 2023,61538.77,75854.15000000001,253257.37,3,0,3,2,-0.27,-0.27,-0.27,-0.27,3,584799.33
26514571.4286,23.94,7,1,NATIONAL CAPITAL REGION,45.82,0.0,2,312795.28,Q4 2023,1682.5,9180.27,107501.91,3,0,3,2,2108.67,1740.51,1963.89,1832.87,3,555599.16
26833844.2857,5.07,5,1,REGION IV-A (CALABARZON),41.7,1.0,2,97117.27,Q1 2024,33903.43,3866.91,49609.09,3,0,3,6,8753.54,8753.54,-0.29,-0.29,1,649999.56
26888730.0,14.57,4,1,NATIONAL CAPITAL REGION,31.5,0.0,2,68801.66,Q1 2024,3320.14,36989.85,54171.01,0,0,3,5,0.64,0.64,0.64,0.64,3,60000.27
26888730.0,14.57,4,1,NATIONAL CAPITAL REGION,31.5,0.0,2,68801.66,Q4 2023,21166.71,59093.24,14109.9,0,0,3,5,0.64,0.64,0.64,0.64,3,60000.27
26913445.7143,5.07,7,1,REGION IX (ZAMBOANGA PENINSULA),35.25,0.0,2,865579.61,Q1 2024,35352.03,8873.32,962617.01,0,0,3,5,39401.9,610.81,26609.25,24592.23,3,40000.08
26913445.7143,5.07,7,1,REGION IX (ZAMBOANGA PENINSULA),35.25,0.0,2,865579.61,Q4 2023,80601.94,1608.58,959158.3,0,0,3,5,39401.9,610.81,26609.25,24592.23,3,40000.08
27406158.5714,10.98,7,1,NATIONAL CAPITAL REGION,41.1,0.0,2,864063.63,Q1 2024,26044.56,323781.01,205024.78,3,0,3,3,288209.8,80563.69,205720.98,0.11,3,1841500.09
27406158.5714,10.98,7,1,NATIONAL CAPITAL REGION,41.1,0.0,2,864063.63,Q4 2023,3.49,577212.18,328921.43,3,0,3,3,288209.8,80563.69,205720.98,0.11,3,1841500.09
27453787.1429,9.3,7,1,REGION VII (CENTRAL VISAYAS),31.63,0.0,2,442543.05,Q1 2024,1505.68,209659.42,326087.82,3,0,3,3,430695.35,55468.35,53941.13,-0.26,3,1155197.49
27453787.1429,9.3,7,1,REGION VII (CENTRAL VISAYAS),31.63,0.0,2,442543.05,Q4 2023,2659.9300000000003,104584.78,351052.63,3,0,3,3,430695.35,55468.35,53941.13,-0.26,3,1155197.49
27512174.2857,3.71,6,1,NATIONAL CAPITAL REGION,28.28,0.0,2,203634.91,Q1 2024,3054.35,1245.73,47821.89,0,0,3,5,0.27,0.27,0.27,0.27,3,14999.21
27512174.2857,3.71,6,1,NATIONAL CAPITAL REGION,28.28,0.0,2,203634.91,Q4 2023,14598.72,7577.21,57049.619999999995,0,0,3,5,0.27,0.27,0.27,0.27,3,14999.21
27831587.1429,12.2,5,1,REGION VII (CENTRAL VISAYAS),40.14,0.0,2,98120.55,Q1 2024,13151.11,11853.01,91102.74,3,0,3,5,102436.6,-0.25,88903.82,90502.08,1,706402.39
27831587.1429,12.2,5,1,REGION VII (CENTRAL VISAYAS),40.14,0.0,2,98120.55,Q4 2023,11431.65,4506.14,42087.36,3,0,3,5,102436.6,-0.25,88903.82,90502.08,1,706402.39
28363901.4286,11.3,5,1,REGION III (CENTRAL LUZON),44.19,1.0,2,133756.61,Q4 2023,23103.15,10532.91,187701.44,0,0,3,5,229584.44,5906.05,230808.75,234004.14,3,300000.1
28443017.1429,6.34,5,1,REGION III (CENTRAL LUZON),28.17,0.0,2,82774.87,Q1 2024,1640.36,29010.629999999997,999.26,0,0,3,5,118249.1,11847.87,104983.78,111383.59,3,613000.26
28628844.2857,6.67,4,1,NATIONAL CAPITAL REGION,31.84,0.0,2,54485.32,Q4 2023,31674.65,11362.92,8998.75,0,0,3,6,104979.7,924.64,102881.88,107461.31,3,92000.62
28933557.1429,13.83,7,1,REGION III (CENTRAL LUZON),32.25,1.0,2,464205.32,Q1 2024,1803.84,124423.98,24001.03,3,0,3,2,1.75,1.75,10829.75,1.75,3,799199.48
28933557.1429,13.83,7,1,REGION III (CENTRAL LUZON),32.25,1.0,2,464205.32,Q4 2023,1632.5,184392.48,37851.44,3,0,3,2,1.75,1.75,10829.75,1.75,3,799199.48
28972830.0,7.01,6,1,REGION X (NORTHERN MINDANAO),31.99,0.0,2,218731.8,Q1 2024,1248.23,9508.619999999999,23999.82,0,0,3,5,14498.52,5528.56,12315.75,10116.43,3,15001.55
28972830.0,7.01,6,1,REGION X (NORTHERN MINDANAO),31.99,0.0,2,218731.8,Q4 2023,1249.1999999999998,14850.17,167013.2,0,0,3,5,14498.52,5528.56,12315.75,10116.43,3,15001.55
29449288.5714,3.96,3,0,NATIONAL CAPITAL REGION,26.32,0.0,2,28107.61,Q4 2023,7206.73,4233.1,43905.37,0,0,3,6,2741.22,1885.05,1192.21,867.05,3,29998.61
29449288.5714,3.96,3,0,NATIONAL CAPITAL REGION,26.32,0.0,2,28107.61,Q1 2024,237.18,7607.75,12698.69,0,0,3,6,2741.22,1885.05,1192.21,867.05,3,29998.61
29748444.2857,13.89,6,1,NATIONAL CAPITAL REGION,33.43,0.0,2,200196.39,Q1 2024,12004.2,47299.93,97399.9,0,0,3,5,386455.46,193.48,50459.55,43409.82,3,181999.01
29748444.2857,13.89,6,1,NATIONAL CAPITAL REGION,33.43,0.0,2,200196.39,Q4 2023,17045.12,583.3199999999999,80020.73000000001,0,0,3,5,386455.46,193.48,50459.55,43409.82,3,181999.01
30295557.1429,15.11,5,1,REGION IV-A (CALABARZON),32.96,0.0,2,120498.42,Q1 2024,3866.01,16050.41,3267.01,0,0,3,6,25197.78,408.73,25770.13,26571.73,3,174999.15
30295557.1429,15.11,5,1,REGION IV-A (CALABARZON),32.96,0.0,2,120498.42,Q4 2023,13426.61,13591.77,20000.97,0,0,3,6,25197.78,408.73,25770.13,26571.73,3,174999.15
30851115.7143,6.87,3,1,NATIONAL CAPITAL REGION,27.72,0.0,2,36308.32,Q1 2024,761.79,2529.8,7700.44,0,0,3,6,77040.89,348.18,65128.44,64500.51,3,89998.84
30851115.7143,6.87,3,1,NATIONAL CAPITAL REGION,27.72,0.0,2,36308.32,Q4 2023,1079.74,1043.33,9974.03,0,0,3,6,77040.89,348.18,65128.44,64500.51,3,89998.84
31484431.4286,5.53,4,1,NATIONAL CAPITAL REGION,25.61,0.0,2,72829.62,Q4 2023,9324.98,42505.79,1220.02,0,0,3,6,17658.96,3871.62,7959.06,-0.38,3,49998.93
31907087.1429,8.09,6,1,NATIONAL CAPITAL REGION,38.48,0.0,2,147451.32,Q1 2024,6255.21,4267.49,42871.41,0,0,3,5,75492.2,216.51,32838.21,30943.17,3,29997.26
31907087.1429,8.09,6,1,NATIONAL CAPITAL REGION,38.48,0.0,2,147451.32,Q4 2023,39439.8,2564.87,45597.32,0,0,3,5,75492.2,216.51,32838.21,30943.17,3,29997.26
31980142.8571,23.46,7,1,NATIONAL CAPITAL REGION,66.08,0.0,3,3140595.22,Q1 2024,159253.55,1224839.73,196305.8,0,0,3,3,0.29,0.29,0.29,0.29,3,1500001.73
31980142.8571,23.46,7,1,NATIONAL CAPITAL REGION,66.08,0.0,3,3140595.22,Q4 2023,103790.69,769245.4,125619.51000000001,0,0,3,3,0.29,0.29,0.29,0.29,3,1500001.73
32013387.1429,7.75,6,1,NATIONAL CAPITAL REGION,32.47,0.0,2,176533.67,Q1 2024,40127.45,84389.61,188002.41,3,0,3,3,91676.7,38938.39,26951.26,-0.85,3,1687198.99
32013387.1429,7.75,6,1,NATIONAL CAPITAL REGION,32.47,0.0,2,176533.67,Q4 2023,55667.55,92141.85,103204.04000000001,3,0,3,3,91676.7,38938.39,26951.26,-0.85,3,1687198.99
32095228.5714,18.67,6,1,REGION IV-A (CALABARZON),52.49,0.0,2,197165.95,Q1 2024,50767.69,291496.18,184894.47,0,0,3,5,208357.68,128139.96,173331.66,2.19,3,237999.39
32095228.5714,18.67,6,1,REGION IV-A (CALABARZON),52.49,0.0,2,197165.95,Q4 2023,67449.83,316900.62,177661.19999999998,0,0,3,5,208357.68,128139.96,173331.66,2.19,3,237999.39
32264387.1429,9.46,5,1,NATIONAL CAPITAL REGION,33.88,0.0,2,139186.04,Q1 2024,2412.42,27302.54,152001.4,0,0,3,5,-1.09,-1.09,-1.09,-1.09,3,49998.69
32898242.8571,15.93,7,1,REGION IV-A (CALABARZON),50.35,1.0,3,499999.35,Q1 2024,136580.13,50131.46,514708.04,3,0,3,3,176302.05,22062.41,153218.55,143206.02,3,2390400.45
32898242.8571,15.93,7,1,REGION IV-A (CALABARZON),50.35,1.0,3,499999.35,Q4 2023,63193.0,157780.07,571058.9,3,0,3,3,176302.05,22062.41,153218.55,143206.02,3,2390400.45
32964172.8571,12.64,4,1,NATIONAL CAPITAL REGION,43.92,0.0,2,59155.25,Q1 2024,2805.5699999999997,4550.43,12249.130000000001,0,0,3,6,24395.56,21447.99,0.44,0.44,3,20001.34
32964172.8571,12.64,4,1,NATIONAL CAPITAL REGION,43.92,0.0,2,59155.25,Q4 2023,6980.3,39095.05,11569.6,0,0,3,6,24395.56,21447.99,0.44,0.44,3,20001.34
33044587.1429,14.15,7,1,NATIONAL CAPITAL REGION,36.15,0.0,1,296485.36,Q1 2024,53431.27,7213.599999999999,263253.06,0,0,3,2,1.59,1.59,1.59,1.59,3,195999.58
33044587.1429,14.15,7,1,NATIONAL CAPITAL REGION,36.15,0.0,1,296485.36,Q4 2023,5086.9,126559.24,251134.87000000002,0,0,3,2,1.59,1.59,1.59,1.59,3,195999.58
33336801.4286,7.49,6,1,NATIONAL CAPITAL REGION,30.68,0.0,1,143280.13,Q1 2024,33011.91,177195.27,245334.0,0,0,3,6,72749.9,797.72,56647.9,56773.39,3,117999.71
33336801.4286,7.49,6,1,NATIONAL CAPITAL REGION,30.68,0.0,1,143280.13,Q4 2023,14302.15,162136.96999999997,79844.15,0,0,3,6,72749.9,797.72,56647.9,56773.39,3,117999.71
33428672.8571,9.83,5,1,REGION III (CENTRAL LUZON),31.22,0.0,2,128445.5,Q1 2024,1248.45,10125.14,100672.79,0,0,3,6,0.12,0.12,0.12,0.12,3,50001.47
33428672.8571,9.83,5,1,REGION III (CENTRAL LUZON),31.22,0.0,2,128445.5,Q4 2023,1246.54,19762.14,123071.31000000001,0,0,3,6,0.12,0.12,0.12,0.12,3,50001.47
33630574.2857,4.24,4,0,REGION XII (SOCCSKSARGEN),35.52,0.0,3,49998.52,Q4 2023,369.79,2160.4,4738.68,3,0,3,5,79802.55,580.94,76012.15,78931.19,3,747500.13
33792487.1429,10.11,5,1,REGION XI (DAVAO REGION),38.76,0.0,2,96249.76,Q1 2024,4541.79,188054.7,39075.03,0,0,3,6,0.96,65.96,65.96,0.96,3,54999.58
33792487.1429,10.11,5,1,REGION XI (DAVAO REGION),38.76,0.0,2,96249.76,Q4 2023,26105.67,109997.34,27745.68,0,0,3,6,0.96,65.96,65.96,0.96,3,54999.58
33983002.8571,7.41,4,0,NATIONAL CAPITAL REGION,34.5,1.0,2,32296.13,Q1 2024,10447.71,267.21000000000004,20545.55,0,0,3,5,82619.13,4361.16,79843.15,75348.95,3,59998.75
33983002.8571,7.41,4,0,NATIONAL CAPITAL REGION,34.5,1.0,2,32296.13,Q4 2023,11570.82,30632.25,14054.08,0,0,3,5,82619.13,4361.16,79843.15,75348.95,3,59998.75
34024228.5714,17.94,7,1,NATIONAL CAPITAL REGION,46.15,1.0,2,782586.5,Q1 2024,14996.68,258887.05,347611.3,3,0,3,3,33098.89,17099.55,6903.9,-0.45,3,999599.1
34024228.5714,17.94,7,1,NATIONAL CAPITAL REGION,46.15,1.0,2,782586.5,Q4 2023,34482.1,92142.32,300365.67,3,0,3,3,33098.89,17099.55,6903.9,-0.45,3,999599.1
34179372.8571,9.54,5,0,REGION III (CENTRAL LUZON),33.58,0.0,2,105000.58,Q4 2023,10490.99,105001.12,5949.4,0,0,3,2,106838.03,105000.53,0.53,0.53,3,105000.43
34398844.2857,5.22,4,1,REGION VI (WESTERN VISAYAS),26.47,1.0,2,59554.43,Q1 2024,19990.08,53075.35,28002.07,0,0,3,6,25179.42,1840.74,31110.24,24919.07,3,49999.7
34398844.2857,5.22,4,1,REGION VI (WESTERN VISAYAS),26.47,1.0,2,59554.43,Q4 2023,3956.56,76684.5,20218.73,0,0,3,6,25179.42,1840.74,31110.24,24919.07,3,49999.7
34679188.5714,1.04,4,1,NATIONAL CAPITAL REGION,26.89,0.0,1,67795.95,Q4 2023,4.16,247.49,102266.78,0,0,3,6,30994.72,247.78,29966.71,30965.78,3,40000.29
34687842.8571,14.56,6,1,REGION VI (WESTERN VISAYAS),43.02,1.0,2,167013.32,Q4 2023,10337.37,88646.48,24700.690000000002,0,0,3,2,-0.5,-0.5,-0.5,-0.5,3,90999.07
34940987.1429,6.12,3,1,NATIONAL CAPITAL REGION,32.79,1.0,1,43579.35,Q4 2023,5087.29,53403.49,3598.1,1,0,3,6,1.09,1.09,1.09,1.09,3,702399.2
35112444.2857,10.9,7,1,REGION VII (CENTRAL VISAYAS),30.33,0.0,1,487826.82,Q4 2023,10633.59,28773.85,92757.68,0,0,3,5,9287.54,476.96,8792.94,8653.29,3,54999.54
35405302.8571,3.46,5,1,NATIONAL CAPITAL REGION,23.84,0.0,3,122356.21,Q1 2024,26521.6,30779.18,42903.48,3,0,3,5,99281.72,22719.12,77863.44,93309.45,3,547199.2
35405302.8571,3.46,5,1,NATIONAL CAPITAL REGION,23.84,0.0,3,122356.21,Q4 2023,8635.99,7299.3099999999995,8497.19,3,0,3,5,99281.72,22719.12,77863.44,93309.45,3,547199.2
35642428.5714,26.28,7,1,NATIONAL CAPITAL REGION,54.93,0.0,2,457593.69,Q4 2023,99997.73,187378.56,62998.18,0,3,0,4,46059.41,26740.8,8979.01,0.47,3,1404669.97
35946244.2857,8.77,6,1,NATIONAL CAPITAL REGION,36.46,0.0,2,217424.61,Q1 2024,336.13,432352.06,140204.46,0,0,3,5,-0.75,-0.75,-0.75,-0.75,3,4526891.85
36007472.8571,12.85,7,1,REGION VII (CENTRAL VISAYAS),37.32,0.0,2,300245.12,Q1 2024,34412.68,88965.7,52353.41,0,3,3,5,11005.97,31001.12,-1715.57,-0.88,3,1868979.43
36007472.8571,12.85,7,1,REGION VII (CENTRAL VISAYAS),37.32,0.0,2,300245.12,Q4 2023,66961.27,111767.98,77725.07,0,3,3,5,11005.97,31001.12,-1715.57,-0.88,3,1868979.43
36326557.1429,15.69,7,1,REGION VI (WESTERN VISAYAS),57.32,1.0,2,556227.37,Q1 2024,4637.37,160470.17,123085.26000000001,3,0,3,3,173600.41,53377.91,75656.13,0.94,3,570751.16
36326557.1429,15.69,7,1,REGION VI (WESTERN VISAYAS),57.32,1.0,2,556227.37,Q4 2023,26449.22,139161.41999999998,59494.73,3,0,3,3,173600.41,53377.91,75656.13,0.94,3,570751.16
36384858.5714,13.82,6,1,REGION III (CENTRAL LUZON),39.27,0.0,2,160945.12,Q1 2024,61841.71,53237.71,15999.91,0,0,3,5,22654.74,0.07,23636.46,23942.74,3,69999.41
36384858.5714,13.82,6,1,REGION III (CENTRAL LUZON),39.27,0.0,2,160945.12,Q4 2023,51787.25,135540.28,24001.46,0,0,3,5,22654.74,0.07,23636.46,23942.74,3,69999.41
36885744.2857,12.59,7,1,REGION V (BICOL REGION),29.18,1.0,2,291716.6,Q1 2024,15301.66,105249.00999999998,214090.30000000002,0,0,3,5,24750.27,2098.98,104936.84,95610.65,3,99999.22
36885744.2857,12.59,7,1,REGION V (BICOL REGION),29.18,1.0,2,291716.6,Q4 2023,11669.38,403686.24000000005,662566.54,0,0,3,5,24750.27,2098.98,104936.84,95610.65,3,99999.22
37265230.0,7.73,4,1,REGION IV-A (CALABARZON),27.83,1.0,2,78616.04,Q1 2024,5544.74,8511.1,16147.21,3,0,3,5,12301.52,1542.97,5988.96,6304.43,3,341999.91
37265230.0,7.73,4,1,REGION IV-A (CALABARZON),27.83,1.0,2,78616.04,Q4 2023,7793.27,115522.09,13922.4,3,0,3,5,12301.52,1542.97,5988.96,6304.43,3,341999.91
37357717.1429,5.97,6,0,NATIONAL CAPITAL REGION,42.24,1.0,2,174000.41,Q1 2024,4840.83,111961.83,148993.62,0,0,3,2,0.31,0.31,0.31,0.31,3,125000.53
37357717.1429,5.97,6,0,NATIONAL CAPITAL REGION,42.24,1.0,2,174000.41,Q4 2023,5845.88,136937.99,94887.26000000001,0,0,3,2,0.31,0.31,0.31,0.31,3,125000.53
37773501.4286,9.92,4,1,NATIONAL CAPITAL REGION,36.04,0.0,2,53406.64,Q4 2023,2445.64,27140.08,14998.52,3,0,3,6,124727.73,2097.95,104045.57,103002.38,3,623249.63
37804001.4286,13.83,7,1,NATIONAL CAPITAL REGION,39.5,0.0,2,343540.96,Q1 2024,72383.13,25669.94,177940.08,0,3,3,3,171022.86,39252.69,170073.22,151814.89,1,2973999.32
37804001.4286,13.83,7,1,NATIONAL CAPITAL REGION,39.5,0.0,2,343540.96,Q4 2023,117698.63,28791.030000000002,134834.86,0,3,3,3,171022.86,39252.69,170073.22,151814.89,1,2973999.32
38133031.4286,3.69,5,1,REGION VII (CENTRAL VISAYAS),42.47,0.0,2,138206.22,Q4 2023,10551.2,776.77,10002.95,3,0,3,2,2.03,2.03,2.03,2.03,1,858398.39
38558987.1429,5.77,6,1,REGION XI (DAVAO REGION),41.05,1.0,2,150117.89,Q1 2024,446.57,195644.3,6802.009999999999,0,0,3,5,207768.47,123376.07,61974.12,0.95,3,149998.88
38600672.8571,7.72,6,1,REGION V (BICOL REGION),42.48,0.0,2,200973.82,Q4 2023,1192.38,37009.8,138002.28,0,3,3,5,2633.66,0.59,3390.47,3106.92,3,2866625.21
38808801.4286,9.66,7,1,NATIONAL CAPITAL REGION,42.35,0.0,2,382322.17,Q1 2024,19498.2,161174.86000000002,438393.78,3,0,3,2,29594.94,16888.19,2511.79,-0.33,3,798200.55
38808801.4286,9.66,7,1,NATIONAL CAPITAL REGION,42.35,0.0,2,382322.17,Q4 2023,19497.91,225425.25,302835.19,3,0,3,2,29594.94,16888.19,2511.79,-0.33,3,798200.55
39037187.1429,11.42,7,1,NATIONAL CAPITAL REGION,43.76,0.0,2,249998.76,Q1 2024,7096.5599999999995,169532.97,4998.9,0,3,3,5,75880.59,30965.53,62950.77,55109.39,3,1226499.88
39073101.4286,7.33,4,1,NATIONAL CAPITAL REGION,27.82,0.0,2,70070.6,Q1 2024,944.78,41211.21,29972.24,3,0,3,6,10122.95,1839.45,8341.33,7854.45,3,487577.33
39117415.7143,6.22,4,1,NATIONAL CAPITAL REGION,28.4,1.0,2,53751.03,Q4 2023,275.27,20721.92,450.36,0,0,3,6,0.97,0.97,0.97,0.97,3,45999.35
39172271.4286,15.36,5,1,REGION IV-A (CALABARZON),40.92,0.0,2,93638.45,Q4 2023,12944.22,48071.22,29409.84,0,0,3,6,-0.47,-0.47,-0.47,-0.47,3,84999.24
39335500.0,19.08,7,1,NATIONAL CAPITAL REGION,51.96,1.0,2,1578497.04,Q1 2024,16879.39,48220.09,896230.58,3,0,3,3,-0.47,-0.47,-0.47,-0.47,3,1119299.36
39335500.0,19.08,7,1,NATIONAL CAPITAL REGION,51.96,1.0,2,1578497.04,Q4 2023,8036.0,126144.77999999998,590672.16,3,0,3,3,-0.47,-0.47,-0.47,-0.47,3,1119299.36
39461614.2857,25.07,7,1,REGION VII (CENTRAL VISAYAS),51.97,1.0,2,500840.93,Q1 2024,864.17,190758.27,160801.51,0,0,3,3,697.19,891.19,891.19,-0.81,3,99998.92
39461614.2857,25.07,7,1,REGION VII (CENTRAL VISAYAS),51.97,1.0,2,500840.93,Q4 2023,7363.79,137024.07,137649.58,0,0,3,3,697.19,891.19,891.19,-0.81,3,99998.92
39695944.2857,9.75,7,1,REGION VII (CENTRAL VISAYAS),31.46,0.0,2,295339.39,Q1 2024,415.29,77000.19,25450.61,0,0,3,5,50788.36,1.63,51052.72,51964.63,3,9999.84
39695944.2857,9.75,7,1,REGION VII (CENTRAL VISAYAS),31.46,0.0,2,295339.39,Q4 2023,2342.47,1599.77,42932.41,0,0,3,5,50788.36,1.63,51052.72,51964.63,3,9999.84
39702801.4286,6.6,6,1,REGION VII (CENTRAL VISAYAS),39.94,1.0,2,162034.74,Q1 2024,2765.11,5998.83,205838.41,0,0,3,5,87013.69,2998.31,78292.32,80788.98,3,14000.02
39846872.8571,12.85,6,1,REGION VII (CENTRAL VISAYAS),33.32,0.0,2,148875.36,Q1 2024,9286.99,21263.79,89549.74,0,0,3,5,17902.04,7891.69,4277.76,-0.31,3,100000.9
39846872.8571,12.85,6,1,REGION VII (CENTRAL VISAYAS),33.32,0.0,2,148875.36,Q4 2023,9002.09,110044.33,5000.2,0,0,3,5,17902.04,7891.69,4277.76,-0.31,3,100000.9
39852258.5714,6.97,2,1,NATIONAL CAPITAL REGION,25.71,0.0,1,15999.71,Q1 2024,1400.64,105466.68000000001,12023.01,0,0,3,6,108192.81,1.53,107465.92,112564.53,3,70999.56
39852258.5714,6.97,2,1,NATIONAL CAPITAL REGION,25.71,0.0,1,15999.71,Q4 2023,1635.92,27343.29,7746.42,0,0,3,6,108192.81,1.53,107465.92,112564.53,3,70999.56
